# Time [us]	PORT_Mip_Acq_Curr_U	PORT_Mip_Acq_Curr_V	PORT_Mip_Acq_Curr_W
-----------	-------------------	-------------------	-------------------
0	11	-117	128
100	8	63	-48
200	8	77	-67
300	11	65	-55
400	6	66	-51
500	7	64	-55
600	12	55	-42
700	6	57	-43
800	10	54	-42
900	12	44	-33
1000	5	48	-41
1100	10	45	-36
1200	8	47	-22
1300	5	45	-30
1400	12	33	-20
1500	7	37	-22
1600	12	38	-27
1700	12	31	-17
1800	6	34	-19
1900	10	33	-23
2000	12	28	-12
2100	5	30	-19
2200	10	29	-14
2300	12	44	-9
2400	5	29	-22
2500	11	29	-15
2600	8	24	-11
2700	8	30	-22
2800	19	22	-13
2900	3	24	-17
3000	0	29	-26
3100	12	26	-14
3200	6	33	-22
3300	11	32	-23
3400	12	31	-16
3500	5	36	-29
3600	12	35	-26
3700	12	42	-22
3800	-2	45	-35
3900	11	45	-36
4000	8	47	-32
4100	5	51	-44
4200	12	48	-39
4300	8	50	-41
4400	8	61	-55
4500	12	60	-47
4600	5	70	-58
4700	8	77	-65
4800	12	75	-62
4900	-123	12	135
5000	73	7	-52
5100	80	0	-56
5200	73	8	-64
5300	72	6	-52
5400	64	5	-45
5500	60	9	-49
5600	58	2	-33
5700	53	0	-32
5800	55	12	-42
5900	54	2	-26
6000	44	10	-36
6100	48	6	-29
6200	45	8	-19
6300	37	9	-29
6400	40	6	-20
6500	35	5	-16
6600	33	9	-24
6700	36	4	-13
6800	29	8	-12
6900	31	9	-20
7000	32	2	-7
7100	26	8	-12
7200	28	8	-16
7300	32	2	-4
7400	24	6	-15
7500	29	6	-13
7600	27	5	-4
7700	31	9	-16
7800	30	4	-10
7900	29	5	-6
8000	31	12	-20
8100	35	4	-13
8200	31	0	-16
8300	36	9	-23
8400	40	2	-16
8500	37	8	-25
8600	44	8	0
8700	51	4	-21
8800	44	12	-38
8900	53	6	-39
9000	53	5	-31
9100	53	9	-45
9200	64	5	-39
9300	62	7	-48
9400	70	12	-55
9500	77	4	-52
9600	-113	130	0
9700	79	-58	5
9800	90	-71	10
9900	79	-63	0
10000	81	-61	0
10100	77	-57	6
10200	66	-48	-5
10300	69	-48	0
10400	58	-41	3
10500	57	-37	-4
10600	58	-39	8
10700	44	-29	0
10800	50	-29	0
10900	51	-26	8
11000	37	-22	0
11100	42	-22	0
11200	38	-20	6
11300	37	-16	-5
11400	38	-23	0
11500	32	-15	3
11600	34	-12	0
11700	38	-21	14
11800	33	-8	0
11900	29	-11	0
12000	29	-13	9
12100	20	-9	0
12200	33	-12	0
12300	29	-13	6
12400	29	-9	-4
12500	33	-16	0
12600	29	-15	3
12700	34	-12	-2
12800	38	-20	9
12900	33	-16	1
13000	40	-19	0
13100	39	-7	9
13200	36	-19	0
13300	48	-25	0
13400	45	-26	6
13500	47	-24	0
13600	53	-36	5
13700	51	-34	3
13800	57	-35	-4
13900	61	-44	11
14000	57	-41	0
14100	66	-45	-4
14200	67	-58	9
14300	70	-51	0
14400	78	-59	0
14500	80	-65	6
14600	82	-62	0
14700	12	135	-125
14800	6	-60	64
14900	5	-64	66
15000	12	-68	75
15100	5	-56	64
15200	10	-51	63
15300	12	-56	64
15400	5	-47	51
15500	12	-47	50
15600	9	-45	53
15700	5	-38	40
15800	12	-41	49
15900	8	-39	51
16000	8	-33	36
16100	12	-34	42
16200	8	-28	38
16300	15	-25	29
16400	12	-29	38
16500	5	-26	27
16600	9	-24	31
16700	9	-26	35
16800	5	-20	25
16900	12	-22	29
17000	8	-20	32
17100	8	-16	20
17200	12	-20	28
17300	6	-16	25
17400	8	-12	18
17500	12	-20	28
17600	4	-14	20
17700	12	-16	15
17800	12	-16	29
17900	4	-14	16
18000	11	-19	24
18100	7	-20	32
18200	8	-17	21
18300	12	-23	31
18400	7	-21	29
18500	8	-19	24
18600	12	-29	34
18700	7	-26	32
18800	11	-25	34
18900	12	-36	43
19000	5	-32	38
19100	11	-38	41
19200	12	-45	54
19300	8	-40	42
19400	11	-49	57
19500	7	-55	64
19600	8	-56	58
19700	12	-66	71
19800	128	8	-125
19900	-53	9	53
20000	-58	4	74
20100	-59	7	61
20200	-52	6	63
20300	-45	2	58
20400	-45	8	42
20500	-33	6	42
20600	-32	0	45
20700	-33	12	29
20800	-25	7	37
20900	-29	0	33
21000	-21	12	21
21100	-19	2	31
21200	-20	7	19
21300	-13	8	24
21400	-12	4	25
21500	-15	9	12
21600	-9	6	16
21700	-9	5	19
21800	-7	9	7
21900	-4	6	15
22000	-8	0	14
22100	-7	12	4
22200	-3	4	15
22300	-9	0	19
22400	-4	12	4
22500	0	4	20
22600	-12	8	9
22700	-8	8	8
22800	-9	4	22
22900	-15	8	12
23000	-16	6	21
23100	-16	5	29
23200	-20	9	19
23300	-19	6	24
23400	-25	8	32
23500	-29	12	26
23600	-29	4	42
23700	-37	0	41
23800	-34	12	34
23900	-38	5	50
24000	-45	8	41
24100	-43	6	50
24200	-51	0	61
24300	-58	9	54
24400	138	-124	0
24500	-64	74	6
24600	-73	87	0
24700	-64	78	0
24800	-65	76	6
24900	-59	77	-4
25000	-51	63	8
25100	-54	66	0
25200	-52	61	-13
25300	-41	50	9
25400	-44	58	0
25500	-34	51	0
25600	-35	47	6
25700	-33	51	0
25800	-30	41	0
25900	-31	42	3
26000	-26	45	-4
26100	-22	34	5
26200	-28	37	0
26300	-23	38	0
26400	-19	31	8
26500	-26	36	1
26600	-20	32	5
26700	-17	29	9
26800	-21	38	-7
26900	-12	27	0
27000	-18	29	3
27100	-15	32	-2
27200	-12	24	9
27300	-21	31	0
27400	-16	32	76
27500	-16	15	8
27600	-20	33	0
27700	-17	32	0
27800	-22	36	6
27900	-23	38	-4
28000	-19	32	7
28100	-25	21	0
28200	-26	40	-4
28300	-25	34	8
28400	-33	44	0
28500	-29	45	0
28600	-35	47	6
28700	-39	53	0
28800	-37	51	0
28900	-38	55	6
29000	-45	61	0
29100	-45	58	10
29200	-54	63	6
29300	-55	70	0
29400	-58	68	8
29500	-68	79	0
29600	-69	83	-4
29700	12	-116	135
29800	8	74	-63
29900	12	70	-65
30000	6	73	-58
30100	8	74	-62
30200	12	62	-49
30300	7	63	-48
30400	10	61	-52
30500	12	50	-34
30600	5	53	-41
30700	11	51	-41
30800	12	44	-27
30900	5	44	-37
31000	11	41	-29
31100	12	28	-22
31200	5	41	-33
31300	9	32	-20
31400	9	34	-19
31500	8	35	-28
31600	9	29	-15
31700	7	31	-19
31800	8	33	-24
31900	12	28	-12
32000	7	31	-17
32100	10	29	-20
32200	12	23	-9
32300	5	29	-19
32400	12	25	-16
32500	12	24	-11
32600	5	30	-24
32700	12	27	-16
32800	8	24	-12
32900	5	35	-24
33000	9	16	-16
33100	8	34	-22
33200	10	38	-26
33300	12	31	-18
33400	5	37	-25
33500	11	38	-26
33600	9	47	-25
33700	5	46	-38
33800	12	46	-36
33900	8	49	-35
34000	8	58	-45
