# Time [us]	PORT_Mip_Acq_Curr_U	PORT_Mip_Acq_Curr_V	PORT_Mip_Acq_Curr_W
-----------	-------------------	-------------------	-------------------
0	-1642	-1648	0
100	-1644	-1647	-7
200	-1642	-1648	4
300	-1644	-1649	0
400	11	6	0
500	9	21	6
600	0	186	-178
700	12	405	-397
800	5	566	-554
900	9	670	-659
1000	8	733	-726
1100	5	789	-776
1200	11	809	-801
1300	6	824	-818
1400	8	841	-832
1500	12	832	-826
1600	6	835	-823
1700	10	828	-819
1800	12	809	-803
1900	7	807	-797
2000	12	789	-780
2100	9	779	-765
2200	12	777	-759
2300	13	747	-739
2400	6	740	-721
2500	8	721	-714
2600	12	701	-692
2700	7	695	-685
2800	11	677	-671
2900	12	653	-652
3000	8	657	-646
3100	11	635	-627
3200	6	627	-614
3300	8	618	-609
3400	12	596	-588
3500	8	592	-580
3600	12	583	-571
3700	12	566	-556
3800	5	566	-553
3900	11	544	-537
4000	6	537	-525
4100	8	534	-526
4200	12	516	-508
4300	6	514	-502
4400	10	505	-519
4500	12	492	-482
4600	5	491	-480
4700	11	480	-471
4800	9	472	-457
4900	8	470	-459
5000	12	455	-445
5100	6	450	-438
5200	8	447	-439
5300	12	433	-422
5400	5	434	-422
5500	12	425	-416
5600	6	410	-406
5700	5	418	-409
5800	12	412	-400
5900	6	411	-386
6000	8	399	-390
6100	12	385	-377
6200	6	385	-377
6300	10	380	-371
6400	12	366	-357
6500	5	371	-357
6600	9	360	-348
6700	9	350	-338
6800	7	349	-341
6900	12	335	-329
7000	8	331	-320
7100	8	325	-319
7200	12	310	-301
7300	6	305	-296
7400	12	298	-287
7500	12	282	-273
7600	5	281	-273
7700	12	270	-260
7800	12	257	-248
7900	5	257	-249
8000	12	239	-229
8100	6	231	-222
8200	10	232	-216
8300	12	198	-198
8400	5	209	-199
8500	12	206	-194
8600	9	186	-174
8700	10	188	-178
8800	12	172	-160
8900	7	166	-153
9000	8	161	-150
9100	12	145	-137
9200	6	145	-135
9300	8	141	-131
9400	9	128	-116
9500	5	128	-116
9600	11	119	-107
9700	8	113	-99
9800	8	116	-105
9900	12	104	-91
10000	6	102	-93
10100	10	106	-97
10200	13	89	-84
10300	7	102	-95
10400	12	103	-92
10500	9	100	-87
10600	8	107	-100
10700	12	109	-95
10800	7	115	-99
10900	8	122	-111
11000	12	121	-109
11100	4	134	-125
11200	11	143	-134
11300	12	150	-140
11400	-91	8	95
11500	109	6	-91
11600	124	8	-103
11700	128	12	-123
11800	136	2	-112
11900	131	10	-116
12000	126	8	-103
12100	116	4	-98
12200	105	9	-98
12300	102	6	-84
12400	96	0	-75
12500	92	9	-85
12600	96	4	-73
12700	90	8	-74
12800	89	12	-79
12900	91	4	-69
13000	84	8	-75
13100	88	9	-71
13200	90	4	-61
13300	82	11	-74
13400	80	8	-66
13500	80	5	-64
13600	79	12	-71
13700	83	4	-58
13800	78	8	-64
13900	81	9	-71
14000	80	2	-61
14100	75	9	-64
14200	79	6	-65
14300	78	5	-58
14400	73	9	-68
14500	80	6	-58
14600	77	0	-58
14700	76	12	-68
14800	80	4	-55
14900	72	12	-62
15000	76	12	-65
15100	77	2	-56
15200	72	7	-64
15300	76	7	-65
15400	77	0	-56
15500	73	9	-66
15600	78	4	-58
15700	77	0	-58
15800	76	12	-66
15900	80	4	-58
16000	74	8	-61
16100	76	9	-66
16200	83	4	-55
16300	75	10	-67
16400	82	9	-68
16500	83	5	-61
16600	76	10	-73
16700	87	4	-65
16800	83	7	-67
16900	86	12	-79
17000	90	4	-71
17100	86	8	-77
17200	92	9	-81
17300	96	4	-74
17400	94	10	-87
17500	105	6	-84
17600	109	5	-83
17700	-91	112	0
17800	109	-90	10
17900	120	-107	6
18000	121	-103	0
18100	122	-103	7
18200	108	-92	0
18300	102	-85	0
18400	103	-85	9
18500	94	-75	0
18600	95	-74	0
18700	90	-78	6
18800	86	-67	0
18900	88	-70	0
19000	81	-65	3
19100	81	-61	-4
19200	83	-63	8
