# Time [us]	PORT_Mip_Acq_Curr_U	PORT_Mip_Acq_Curr_V	PORT_Mip_Acq_Curr_W
-----------	-------------------	-------------------	-------------------
0	8	73	-61
100	-123	9	129
200	77	4	-52
300	80	8	-62
400	76	12	-68
500	77	2	-52
600	66	8	-56
700	66	8	-70
800	64	4	-40
900	53	11	-45
1000	56	9	-39
1100	51	0	-28
1200	57	9	-37
1300	49	6	-29
1400	45	0	-25
1500	42	9	-33
1600	42	3	-16
1700	35	0	-19
1800	37	12	-26
1900	38	4	-12
2000	29	0	-19
2100	34	6	-13
2200	32	0	-6
2300	24	9	-18
2400	29	6	-10
2500	26	0	-6
2600	24	8	-16
2700	30	4	-7
2800	25	0	-8
2900	24	12	-16
3000	32	4	-7
3100	26	7	-12
3200	30	9	-16
3300	35	4	-7
3400	30	11	-22
3500	37	9	-20
3600	38	0	-12
3700	36	0	-25
3800	43	6	-21
3900	42	5	-25
4000	47	9	-33
4100	54	4	-29
4200	51	8	-35
4300	55	8	-42
4400	61	2	-34
4500	58	8	-48
4600	66	8	-52
4700	77	5	-45
4800	73	12	-70
4900	-108	128	0
5000	77	-58	6
5100	86	-64	-4
5200	85	-63	7
5300	74	-58	3
5400	73	-51	-2
5500	70	-53	7
5600	60	-44	0
5700	62	-38	0
5800	58	-29	8
5900	49	-30	0
6000	51	-32	0
6100	45	-33	6
6200	44	-22	-5
6300	46	-28	8
6400	38	-20	6
6500	37	-19	-4
6600	38	-21	8
6700	33	-16	0
6800	35	-17	5
6900	35	-20	9
7000	29	-11	0
7100	32	-12	0
7200	27	-13	6
7300	33	-9	0
7400	32	-12	0
7500	29	-13	6
7600	29	-6	0
7700	33	-21	10
7800	29	-10	0
7900	29	-9	-26
8000	35	-20	9
8100	31	-15	0
8200	38	-19	5
8300	38	-16	8
8400	42	-20	0
8500	45	-24	0
8600	41	-26	6
8700	44	-24	0
8800	51	-32	8
8900	51	-33	3
9000	50	-35	-2
9100	61	-42	7
9200	57	-39	0
9300	63	-41	-10
9400	72	-55	9
9500	70	-58	0
9600	76	-57	0
9700	77	-60	6
9800	82	-62	-5
9900	90	-71	0
10000	6	134	-128
10100	8	-54	55
10200	12	-71	75
10300	6	-65	67
10400	10	-58	60
10500	12	-59	66
10600	8	-52	58
10700	13	-48	50
