# Time [us]	PORT_Mip_Acq_Curr_U	PORT_Mip_Acq_Curr_V	PORT_Mip_Acq_Curr_W
-----------	-------------------	-------------------	-------------------
0	-392	3	395
100	-444	0	451
200	-455	9	445
300	-431	3	440
400	-396	0	399
500	-350	9	342
600	-296	2	308
700	-255	17	251
800	-214	9	211
900	-188	4	193
1000	-190	8	181
1100	-194	6	198
1200	-219	0	225
1300	-266	9	255
1400	-320	3	324
1500	-394	7	399
1600	-472	12	464
1700	-557	2	565
1800	-655	0	650
1900	-758	6	751
2000	257	-247	4
2100	-305	314	0
2200	-458	464	0
2300	-526	534	12
2400	-555	567	0
2500	-544	549	0
2600	-515	524	6
2700	-477	489	0
2800	-430	435	8
2900	-388	395	2
3000	-339	349	0
3100	-296	300	9
3200	-268	275	0
3300	-246	257	0
3400	-244	250	8
3500	-253	269	0
3600	-286	292	0
3700	-331	340	8
3800	-394	406	-4
3900	-460	466	15
4000	-543	553	3
4100	-626	634	0
4200	-720	695	12
4300	-824	824	3
4400	-924	928	8
4500	9	-190	209
4600	8	309	-292
4700	12	438	-426
4800	7	508	-489
4900	8	528	-511
5000	12	506	-491
5100	5	486	-470
5200	13	444	-432
5300	12	398	-380
5400	5	361	-347
5500	12	313	-300
5600	6	282	-270
5700	8	267	-250
5800	12	250	-233
5900	5	266	-253
6000	9	286	-274
6100	9	327	-309
6200	8	386	-373
6300	12	446	-431
6400	6	527	-510
6500	12	618	-603
6600	9	708	-692
6700	5	824	-804
6800	-230	6	257
6900	309	5	-283
7000	450	9	-432
7100	517	4	-490
7200	527	8	-510
7300	524	8	-501
7400	489	4	-460
7500	437	8	-423
7600	393	6	-364
7700	335	8	-309
7800	282	12	-266
7900	248	4	-216
8000	211	8	-191
8100	205	9	-165
8200	215	-20	-185
8300	234	9	-221
8400	279	9	-252
8500	329	7	-309
8600	403	12	-387
8700	485	-7	-458
8800	564	9	-547
8900	669	8	-648
9000	773	8	-747
9100	-195	219	0
9200	341	-319	8
9300	483	-468	3
9400	553	-533	-4
9500	573	-558	7
9600	556	-543	0
9700	536	-505	0
9800	485	-471	6
9900	437	-418	-2
10000	393	-376	9
10100	343	-327	0
10200	308	-283	0
10300	277	-258	6
10400	257	-237	0
10500	265	-243	0
10600	277	-258	3
10700	308	-288	-5
10800	360	-342	9
10900	418	-403	0
11000	495	-473	-4
11100	570	-555	9
11200	653	-638	0
11300	757	-735	8
11400	843	-833	3
11500	10	244	-245
11600	12	-303	307
11700	5	-458	451
11800	10	-534	537
11900	8	-567	573
12000	8	-558	555
12100	12	-534	539
12200	7	-493	493
12300	10	-444	443
12400	12	-400	406
12500	5	-352	348
12600	7	-306	308
12700	12	-271	281
12800	10	-243	240
12900	14	-237	247
13000	5	-245	248
13100	8	-267	265
13200	12	-310	316
13300	5	-362	360
