# Time [us]	PORT_Mip_Acq_Curr_U	PORT_Mip_Acq_Curr_V	PORT_Mip_Acq_Curr_W
-----------	-------------------	-------------------	-------------------
0	32	4	-8
100	24	7	-12
200	29	8	-15
300	29	4	-4
400	24	10	-15
500	27	6	-10
600	25	5	-4
700	24	9	-17
800	32	4	-8
900	27	8	-6
1000	31	12	-18
1100	35	4	-13
1200	32	0	-12
1300	37	12	-26
1400	38	5	-14
1500	35	8	-25
1600	44	6	-29
1700	45	4	-22
1800	44	9	-35
1900	54	4	-34
2000	52	0	-32
2100	53	9	-45
2200	64	4	-39
2300	61	5	-45
2400	63	9	-53
2500	77	2	-52
2600	74	0	-58
2700	-110	132	0
2800	83	-59	8
2900	82	-62	0
3000	83	-62	0
3100	77	-60	8
3200	70	-51	0
3300	70	-49	0
3400	61	-42	6
3500	57	-37	-4
3600	58	-41	7
3700	48	-33	3
3800	50	-29	-2
3900	51	-33	14
4000	41	-26	0
4100	42	-22	10
4200	38	-26	12
4300	34	-18	0
4400	41	-19	0
4500	35	-20	8
4600	34	-12	0
4700	33	-16	0
4800	32	-13	3
4900	31	-9	-5
5000	33	-15	7
5100	28	-7	0
5200	31	0	-2
5300	32	-16	9
5400	28	-8	0
5500	33	-12	0
5600	32	-16	10
5700	31	-12	0
5800	38	-18	0
5900	33	-26	6
6000	37	-16	-4
6100	41	-23	5
6200	38	-21	3
6300	44	-22	-2
6400	51	-29	8
6500	44	-26	3
6600	50	-30	18
6700	54	-39	8
6800	52	-36	0
6900	60	-38	0
7000	61	-52	8
7100	60	-43	0
7200	72	-49	0
7300	67	-52	6
7400	70	-51	0
7500	83	-62	0
7600	81	-65	3
7700	89	-70	-2
7800	12	131	-122
7900	5	-55	59
8000	10	-64	63
8100	12	-65	75
8200	5	-57	64
8300	11	-51	60
8400	9	-52	64
8500	5	-45	47
8600	13	-47	50
8700	9	-39	64
8800	12	-35	39
8900	14	-40	50
9000	8	-36	41
9100	10	-32	36
9200	12	-36	42
9300	6	-26	35
9400	11	-24	23
9500	12	-30	38
9600	5	-21	29
9700	11	-24	28
9800	12	-26	32
9900	5	-19	25
10000	11	-22	28
10100	9	-20	29
10200	8	-16	16
10300	14	-22	24
10400	6	-16	25
10500	11	-12	18
10600	12	-20	29
10700	6	-15	22
10800	10	-12	18
10900	12	-23	30
11000	5	-16	25
11100	11	-17	24
11200	12	-23	32
11300	5	-18	25
11400	12	-22	24
11500	8	-26	32
11600	12	-19	25
11700	16	-25	34
11800	6	-26	35
11900	8	-25	29
12000	12	-39	45
12100	5	-36	41
12200	10	-38	41
12300	12	-45	58
12400	5	-45	51
12500	11	-51	53
12600	12	-58	67
12700	5	-58	64
12800	11	-64	70
12900	130	5	-122
13000	-52	9	51
13100	-54	7	63
13200	-56	5	61
13300	-52	9	48
13400	-41	4	53
13500	-43	12	51
13600	-36	9	37
13700	-32	2	41
13800	-33	8	32
13900	-26	9	28
14000	-24	2	35
14100	-26	6	25
14200	-16	6	24
14300	-16	8	27
14400	-16	9	14
14500	-12	7	18
14600	-12	0	25
14700	-13	10	12
14800	-3	6	15
14900	-10	0	12
15000	-7	9	5
15100	-3	2	16
15200	-8	7	9
15300	-5	9	7
15400	0	2	15
15500	-10	8	12
15600	-7	9	-7
15700	-6	4	19
15800	-13	9	12
15900	-10	8	16
16000	-12	10	25
16100	-20	9	15
16200	-15	6	24
16300	-19	0	29
16400	-26	12	20
16500	-24	4	37
16600	-31	8	38
16700	-33	9	33
16800	-32	4	45
16900	-41	8	41
17000	-39	9	44
17100	-41	4	56
17200	-52	11	51
17300	-52	8	60
17400	-56	10	67
17500	134	-122	0
17600	-59	71	0
17700	-67	76	6
17800	-68	87	-7
17900	-58	72	0
18000	-60	70	3
18100	-52	67	-4
18200	-48	58	8
18300	-47	60	0
18400	-40	58	-7
18500	-35	49	8
18600	-41	50	0
18700	-33	46	0
18800	-32	44	6
18900	-33	45	0
19000	-24	34	5
19100	-25	37	6
19200	-26	41	0
19300	-19	33	0
19400	-25	34	0
19500	-21	38	-4
19600	-18	29	7
19700	-23	33	1
19800	-16	32	-4
19900	-16	28	7
20000	-20	31	0
20100	-15	32	0
20200	-16	24	6
20300	-20	33	0
20400	-14	27	0
20500	-19	29	6
20600	-13	35	0
20700	-14	28	0
20800	-19	34	3
20900	-18	38	-4
21000	-19	31	8
21100	-26	28	0
21200	-26	38	0
21300	-25	36	8
21400	-33	43	0
21500	-30	42	0
21600	-32	44	6
21700	-29	51	0
21800	-35	51	0
21900	-41	57	3
22000	-45	64	0
22100	-45	55	0
22200	-54	63	6
22300	-53	70	-5
22400	-54	66	6
22500	-65	76	0
22600	-65	81	0
22700	-70	82	8
22800	5	-114	124
22900	11	64	-52
23000	9	70	-56
23100	8	74	-62
23200	13	65	-52
23300	8	63	-48
23400	7	64	-53
23500	14	52	-39
23600	3	50	-37
23700	10	54	-52
23800	12	37	-28
23900	5	50	-35
24000	11	41	-34
24100	12	37	-22
24200	5	40	-30
24300	10	38	-26
24400	8	34	-17
24500	15	36	-25
24600	11	29	-18
24700	6	31	-17
24800	8	33	-24
24900	12	26	-13
25000	6	28	-12
25100	8	32	-21
25200	12	21	-3
25300	8	24	-19
25400	12	25	-16
25500	12	31	-9
25600	5	29	-20
25700	11	27	-15
25800	6	28	-12
25900	5	32	-24
26000	12	28	-13
26100	7	34	-16
26200	8	38	-26
26300	12	31	-18
26400	6	37	-25
26500	10	41	-33
26600	12	36	-26
26700	5	40	-32
26800	12	51	-39
26900	6	50	-32
27000	5	54	-45
27100	11	53	-42
27200	8	57	-43
27300	10	66	-57
27400	12	65	-52
27500	6	73	-58
27600	8	80	-71
27700	-116	1	142
27800	70	0	-57
27900	82	9	-68
28000	80	4	-56
28100	68	8	-58
28200	69	6	-52
28300	67	18	-41
28400	53	12	-49
28500	59	6	-39
28600	51	5	-32
28700	50	8	-40
28800	51	4	-28
28900	45	5	-25
29000	37	9	-33
29100	45	4	-16
29200	36	8	-19
29300	37	8	-23
29400	38	4	-13
29500	30	8	-19
29600	31	6	-16
29700	35	-7	-6
29800	24	12	-19
29900	32	6	-13
30000	33	0	-6
30100	24	9	-18
30200	29	4	-7
30300	25	5	-6
30400	28	12	-15
30500	32	3	-7
30600	25	0	-12
30700	29	9	-18
30800	33	4	-12
30900	29	10	-12
31000	36	8	-20
31100	38	2	-12
31200	34	10	-22
31300	43	8	-26
31400	41	0	-19
31500	50	9	-34
31600	52	4	-27
31700	51	5	-32
31800	50	9	-39
31900	59	1	-36
32000	56	0	-41
32100	63	9	-52
32200	70	4	-45
32300	68	8	-58
32400	79	8	-65
32500	-109	124	9
32600	73	-55	0
32700	87	-67	0
32800	85	-60	6
32900	70	-51	0
33000	74	-56	0
33100	64	-47	6
33200	63	-41	-2
33300	61	-43	9
33400	52	-36	3
33500	53	-32	0
33600	51	-34	8
33700	43	-26	0
33800	45	-25	0
33900	45	-26	8
34000	36	-18	0
