# Time [us]	PORT_Mip_Acq_Curr_U	PORT_Mip_Acq_Curr_V	PORT_Mip_Acq_Curr_W
-----------	-------------------	-------------------	-------------------
0	206	37	-206
100	-516	522	18
200	38	-26	20
300	153	-132	0
400	133	-109	0
500	96	-74	9
600	62	-35	0
700	38	-10	0
800	4	16	3
900	-7	35	0
1000	0	24	8
1100	20	0	0
1200	54	-25	0
1300	103	-74	6
1400	134	-112	0
1500	183	-154	0
1600	225	-207	6
1700	282	-259	0
1800	12	500	-500
1900	8	55	-51
2000	8	-87	84
2100	12	-78	76
2200	7	-40	38
2300	11	-9	5
2400	12	12	-11
2500	5	34	-38
2600	11	40	-42
2700	12	16	-18
2800	12	-16	10
2900	13	-59	59
3000	9	-105	109
3100	12	-153	139
3200	38	-219	192
3300	54	-279	232
3400	553	12	-571
3500	103	5	-97
3600	-79	8	64
3700	-68	6	62
3800	-35	5	29
3900	5	9	-12
4000	22	4	-28
4100	36	8	-45
4200	37	12	-52
4300	6	2	-8
4400	-44	8	32
4500	-91	9	76
4600	-128	2	132
4700	-178	12	167
4800	-227	12	221
4900	483	-477	8
5000	-10	25	0
5100	-117	123	0
5200	-101	102	6
5300	-65	77	-4
5400	-29	34	10
5500	-5	12	0
5600	18	-9	0
5700	29	-26	8
5800	15	-11	0
5900	-10	20	0
6000	-45	50	8
6100	-103	103	0
6200	-133	137	0
6300	-190	179	19
6400	-245	219	33
6500	20	-533	543
6600	10	-8	25
6700	10	135	-120
6800	12	108	-90
6900	5	78	-63
7000	11	45	-26
7100	12	12	12
7200	10	-4	20
7300	12	-22	41
7400	6	-16	38
7500	8	16	0
7600	12	42	-20
7700	4	89	-70
7800	10	141	-123
7900	12	182	-161
8000	5	240	-223
8100	-467	6	495
8200	16	5	19
8300	128	12	-107
8400	116	4	-79
8500	77	0	-45
8600	41	12	-15
8700	16	4	23
8800	-15	8	41
8900	-26	8	55
9000	-17	4	55
9100	21	5	0
9200	74	6	-39
9300	122	5	-88
9400	160	19	-140
9500	206	28	-190
9600	-509	511	25
9700	60	-48	13
9800	174	-150	9
9900	144	-118	3
10000	108	-80	-1
10100	77	-47	9
10200	36	-10	0
10300	16	9	0
10400	0	24	6
10500	-7	33	-6
10600	19	8	0
10700	43	-20	6
10800	82	-51	-4
10900	135	-103	8
11000	165	-140	0
11100	217	-190	-4
11200	270	-248	9
11300	7	499	-500
11400	13	32	-33
11500	8	-103	106
11600	8	-82	78
11700	12	-53	50
11800	6	-17	16
11900	8	12	-16
12000	12	24	-24
12100	5	42	-45
12200	10	30	-33
12300	12	-4	12
12400	5	-43	38
12500	11	-93	92
12600	10	-142	141
12700	29	-198	173
12800	54	-265	222
12900	541	12	-557
13000	66	8	-78
13100	-90	4	99
13200	-81	13	70
13300	-42	9	41
13400	-9	0	6
13500	12	9	-29
13600	38	6	-41
13700	41	0	-45
13800	18	12	-33
13900	-25	4	28
14000	-78	8	66
14100	-120	9	108
14200	-161	2	162
14300	-215	12	206
14400	480	-468	0
14500	-33	34	8
14600	-136	141	0
14700	-106	116	0
14800	-74	76	6
14900	-45	51	-7
15000	-8	14	0
15100	9	-7	6
15200	24	-19	-13
15300	32	-24	0
15400	-7	12	6
15500	-33	45	-13
15600	-77	82	9
15700	-129	133	0
15800	-171	169	10
15900	-230	205	38
16000	-292	248	51
16100	12	-552	566
16200	8	-84	106
16300	5	96	-79
16400	12	80	-58
16500	6	50	-32
16600	12	25	-4
16700	12	-7	30
16800	5	-18	35
16900	8	-19	37
17000	9	0	19
17100	5	41	-25
17200	9	77	-59
17300	8	124	-102
17400	5	174	-158
17500	12	219	-202
17600	-464	0	493
17700	41	12	-16
17800	148	5	-108
17900	118	8	-93
18000	89	6	-55
18100	51	2	-16
18200	18	9	6
18300	0	6	36
18400	-24	8	59
18500	-26	12	49
18600	16	4	23
18700	58	7	-32
18800	111	8	-84
18900	154	4	-119
19000	184	24	-180
19100	228	51	-240
19200	-522	534	16
19300	-8	32	0
19400	136	-109	0
19500	112	-91	4
19600	76	-51	0
19700	51	-28	8
19800	18	0	3
19900	0	25	0
20000	0	24	8
20100	5	16	0
20200	40	-12	0
20300	74	-53	8
20400	115	-90	0
20500	161	-136	0
20600	206	-181	6
20700	253	-228	-4
20800	12	485	-488
20900	7	8	-9
21000	10	-109	111
21100	12	-100	99
21200	4	-55	54
21300	11	-25	24
21400	8	0	1
21500	8	25	-30
21600	11	35	-36
21700	7	31	-35
21800	8	3	-7
21900	12	-33	37
22000	7	-81	83
22100	11	-125	123
22200	27	-187	175
22300	43	-245	206
22400	537	12	-548
22500	38	20	-41
22600	-110	9	95
22700	-89	6	86
22800	-56	8	51
22900	-20	12	4
23000	12	5	-13
23100	26	7	-38
23200	42	9	-57
23300	29	4	-30
23400	-21	8	8
23500	-62	8	47
23600	-109	4	109
23700	-155	6	138
23800	-195	6	192
23900	472	-468	6
24000	-62	70	0
24100	-144	150	0
24200	-120	124	6
24300	-84	96	-4
24400	-45	53	0
24500	-21	24	6
24600	8	0	10
24700	25	-21	8
24800	24	-20	0
24900	5	0	0
25000	-25	28	6
25100	-70	77	0
25200	-110	117	8
25300	-160	153	12
25400	-215	199	20
25500	-270	230	50
25600	6	-545	567
25700	8	-51	70
25800	14	105	-81
25900	5	88	-77
26000	10	61	-45
26100	12	24	-4
26200	5	6	9
26300	11	-16	34
26400	9	-26	46
26500	5	-3	16
26600	12	26	-8
26700	7	66	-48
26800	8	116	-100
26900	12	157	-136
27000	5	211	-191
27100	10	270	-252
27200	-476	2	515
27300	-33	0	58
27400	115	6	-84
27500	96	5	-54
27600	57	9	-37
27700	29	4	5
27800	0	0	35
27900	-21	9	45
28000	-25	2	62
28100	0	7	32
28200	50	9	-20
28300	103	2	-61
28400	137	7	-112
28500	179	19	-165
28600	219	37	-217
28700	-522	534	9
28800	20	0	12
28900	142	-123	6
29000	128	-96	-4
29100	90	-68	7
29200	52	-29	0
29300	31	0	0
29400	6	16	9
29500	-8	32	0
29600	6	20	0
29700	29	-7	6
29800	57	-35	0
29900	110	-84	0
30000	145	-123	8
30100	192	-164	-5
30200	244	-218	7
30300	6	489	-486
30400	10	-11	28
30500	12	-123	132
30600	5	-99	96
30700	9	-69	68
30800	9	-36	38
30900	5	-1	0
31000	12	16	-20
31100	7	37	-34
31200	8	45	-42
31300	12	8	-5
31400	5	-26	25
31500	12	-67	63
31600	12	-118	120
31700	15	-165	154
31800	46	-230	198
31900	523	18	-538
32000	8	12	-27
32100	-117	4	118
32200	-102	0	96
32300	-66	9	52
32400	-24	4	24
32500	0	7	-11
32600	24	8	-39
32700	45	2	-46
32800	31	9	-45
32900	-5	6	0
33000	-49	0	51
33100	-103	9	86
33200	-136	6	134
33300	-186	0	188
33400	468	-460	-5
33500	-70	91	8
33600	-160	166	3
33700	-129	135	-2
33800	-90	94	8
33900	-62	66	0
34000	-23	32	4
