# Time [us]	PORT_Mip_Acq_Curr_U	PORT_Mip_Acq_Curr_V	PORT_Mip_Acq_Curr_W
-----------	-------------------	-------------------	-------------------
0	12	-236	251
100	5	-235	236
200	12	-235	244
300	8	-232	244
400	11	-223	222
500	12	-224	231
600	7	-215	222
700	10	-211	215
800	12	-210	219
900	4	-201	206
1000	12	-193	202
1100	9	-190	199
1200	5	-180	182
1300	11	-180	186
1400	8	-173	182
1500	5	-161	165
1600	12	-161	169
1700	4	-155	164
1800	12	-146	147
1900	12	-144	157
2000	5	-133	138
2100	11	-128	140
2200	8	-126	138
2300	8	-119	122
2400	12	-121	128
2500	6	-113	122
2600	8	-108	113
2700	12	-111	124
2800	5	-105	112
2900	12	-103	110
3000	12	-107	122
3100	15	-106	109
3200	13	-112	121
3300	10	-110	122
3400	10	-112	116
3500	12	-123	132
3600	6	-125	130
3700	12	-133	128
3800	12	-145	155
3900	5	-148	151
4000	12	-161	166
4100	8	-174	183
4200	89	12	-91
4300	-90	4	102
4400	-118	8	122
4500	-129	9	131
4600	-132	2	151
4700	-139	13	142
4800	-129	8	137
4900	-128	0	141
5000	-126	9	124
5100	-111	4	128
5200	-111	7	122
5300	-107	9	107
5400	-99	2	113
5500	-102	0	106
5600	-95	8	79
5700	-93	2	107
5800	-97	10	96
5900	-91	7	100
6000	-93	5	106
6100	-94	9	94
6200	-90	2	107
6300	-95	8	103
6400	-94	12	99
6500	-96	4	112
6600	-103	8	103
6700	-103	6	111
6800	-103	5	119
6900	-110	9	113
7000	-109	4	126
7100	-118	8	128
7200	-116	8	121
7300	-119	5	136
7400	-126	10	128
7500	-127	6	140
7600	-128	0	145
7700	-132	12	134
7800	-128	4	147
7900	-138	0	148
8000	-136	9	140
8100	-138	5	153
8200	-142	8	145
8300	-140	6	137
8400	-141	4	156
8500	-145	9	145
8600	-141	6	150
8700	-141	5	157
8800	-149	9	145
8900	-143	4	153
9000	-145	0	154
9100	-144	9	145
9200	-141	2	160
9300	-144	8	154
9400	-142	12	147
9500	-141	2	155
9600	-146	8	148
9700	-145	4	152
9800	-146	0	157
9900	-150	9	148
10000	-146	3	160
10100	-153	5	161
10200	-155	9	157
10300	-154	3	170
10400	-161	8	167
10500	-161	9	173
10600	-164	5	183
10700	-173	11	174
10800	-174	8	184
10900	-180	0	193
11000	-189	9	189
11100	-192	4	205
11200	-206	0	219
11300	-216	9	216
11400	90	-76	8
11500	-114	125	3
11600	-163	180	0
11700	-193	207	10
11800	-219	236	1
11900	-228	244	5
12000	-238	250	9
12100	-242	255	0
12200	-238	251	0
12300	-236	255	8
12400	-239	257	-5
12500	-230	242	7
12600	-234	244	3
12700	-228	244	-4
12800	-223	234	6
12900	-226	240	0
13000	-222	238	0
13100	-222	247	8
13200	-228	242	0
13300	-225	239	0
13400	-228	240	6
13500	-234	248	0
13600	-228	242	10
13700	-238	252	3
13800	-245	257	-4
13900	-237	248	9
14000	-247	260	0
14100	-248	261	0
14200	-251	263	8
14300	-258	273	0
14400	-257	270	0
14500	-264	274	8
14600	-266	283	0
14700	-267	281	5
14800	-273	287	3
14900	-277	291	-5
15000	-273	287	8
15100	-281	294	3
15200	-281	296	0
15300	-277	290	10
15400	-284	298	0
15500	-279	293	0
15600	-280	292	8
15700	-281	296	0
15800	-276	290	0
15900	-277	289	8
16000	-274	291	0
16100	-269	283	0
16200	-272	282	6
16300	-266	283	1
16400	-257	271	0
16500	-261	268	3
16600	-258	270	12
16700	-244	260	6
16800	-247	257	0
16900	-252	252	0
17000	-236	248	3
17100	-232	248	0
17200	-224	236	7
17300	-223	234	6
17400	-216	233	-2
17500	-209	221	8
17600	-208	220	1
17700	-200	219	8
17800	-193	205	9
17900	-194	205	0
18000	-185	197	0
18100	-180	192	8
18200	-181	193	0
18300	-170	182	0
18400	-173	186	3
18500	-168	183	0
18600	-165	176	9
18700	-168	183	0
18800	-164	180	0
18900	-164	173	8
19000	-163	182	0
19100	-163	175	0
19200	-167	179	6
19300	-171	186	0
19400	-172	182	8
19500	-180	192	6
19600	-182	206	12
19700	-190	202	6
19800	-202	222	0
19900	-207	220	0
20000	-217	231	6
20100	-229	244	0
20200	12	-73	86
20300	6	115	-103
20400	10	157	-149
20500	12	176	-165
20600	5	196	-189
20700	11	206	-195
20800	12	211	-193
20900	8	212	-203
21000	11	206	-194
21100	8	205	-193
21200	8	209	-203
21300	16	193	-187
21400	7	198	-190
21500	10	196	-161
21600	12	192	-180
21700	5	199	-189
21800	14	193	-182
21900	9	192	-177
22000	8	199	-188
22100	12	193	-184
22200	7	197	-176
22300	5	199	-194
22400	12	192	-179
22500	8	203	-190
22600	11	209	-190
22700	12	205	-188
22800	4	214	-199
22900	12	209	-200
23000	7	215	-199
23100	8	219	-211
23200	12	215	-207
23300	6	223	-206
23400	10	222	-216
23500	12	219	-207
23600	5	228	-218
23700	11	225	-215
23800	9	223	-209
23900	12	232	-221
24000	12	220	-213
24100	7	224	-211
24200	8	225	-218
24300	12	215	-207
24400	5	211	-206
24500	10	219	-215
24600	12	210	-198
24700	5	212	-206
24800	11	206	-194
24900	9	205	-186
25000	7	206	-195
25100	12	193	-184
25200	7	192	-180
25300	8	193	-185
25400	12	179	-171
25500	6	182	-174
25600	12	180	-174
25700	12	169	-157
25800	5	170	-164
25900	9	161	-155
26000	8	153	-145
26100	8	161	-152
26200	12	150	-139
26300	6	152	-138
26400	10	149	-142
26500	12	140	-132
26600	5	146	-136
26700	10	145	-136
26800	8	147	-132
26900	10	148	-137
27000	11	145	-136
27100	6	150	-135
27200	8	156	-149
27300	12	150	-140
27400	5	163	-151
27500	10	167	-168
27600	12	166	-157
27700	5	186	-176
27800	11	190	-181
27900	8	202	-185
28000	-78	9	87
28100	120	4	-98
28200	148	8	-135
28300	169	9	-160
28400	183	4	-162
28500	179	12	-174
28600	190	6	-169
28700	180	0	-161
28800	176	12	-169
28900	177	6	-155
29000	163	8	-153
29100	163	12	-150
29200	161	4	-136
29300	150	7	-141
29400	153	6	-137
29500	154	0	-132
29600	137	9	-141
29700	152	4	-132
29800	145	7	-128
29900	147	9	-136
30000	154	4	-126
30100	145	7	-135
30200	150	9	-129
30300	157	4	-131
30400	147	11	-138
30500	157	6	-142
30600	154	5	-138
30700	158	8	-150
30800	164	3	-144
30900	159	8	-148
31000	166	9	-155
31100	167	-2	-148
31200	165	8	-157
31300	171	6	-157
31400	170	5	-151
31500	171	9	-165
31600	177	4	-155
31700	174	8	-154
31800	173	12	-166
31900	180	3	-150
32000	169	9	-163
32100	174	7	-158
32200	170	5	-149
32300	184	9	-162
32400	172	4	-155
32500	167	0	-151
32600	166	12	-157
32700	167	4	-145
32800	158	8	-150
32900	163	9	-161
33000	157	4	-135
33100	152	10	-148
33200	157	6	-139
33300	154	8	-135
33400	147	16	-144
33500	151	4	-129
33600	144	8	-133
33700	144	12	-136
33800	148	5	-127
33900	140	8	-135
34000	147	6	-129
