# Time [us]	PORT_Mip_Acq_Curr_U	PORT_Mip_Acq_Curr_V	PORT_Mip_Acq_Curr_W
-----------	-------------------	-------------------	-------------------
0	90	4	-78
100	-101	8	104
200	-136	9	139
300	-154	5	172
400	-165	10	170
500	-172	6	179
600	-172	5	183
700	-171	8	171
800	-165	7	179
900	-165	0	174
1000	-161	12	163
1100	-153	3	170
1200	-154	5	157
1300	-149	7	169
1400	-148	4	161
1500	-153	8	154
1600	-146	6	160
1700	-148	5	164
1800	-155	12	150
1900	-148	4	163
2000	-154	0	164
2100	-155	9	157
2200	-154	5	173
2300	-161	12	167
2400	-162	8	166
2500	-165	2	182
2600	-174	9	174
2700	-174	6	179
2800	-179	0	193
2900	-181	9	183
3000	-185	6	195
3100	-193	0	206
3200	-197	8	198
3300	-193	2	211
3400	-201	8	212
3500	-200	8	208
3600	-204	2	220
3700	-211	8	213
3800	-210	6	218
3900	-206	0	228
4000	-216	8	215
4100	-212	4	224
4200	-215	0	228
4300	-216	9	218
4400	-212	4	229
4500	-218	0	225
4600	-213	12	218
4700	-212	5	230
4800	-216	12	219
4900	-210	6	218
5000	-211	5	225
5100	-210	9	212
5200	-207	4	221
5300	-212	0	219
5400	-207	9	207
5500	-199	2	216
5600	-203	7	209
5700	-200	8	205
5800	-196	2	215
5900	-200	8	206
6000	-195	6	202
6100	-196	12	209
6200	-202	8	199
6300	-194	4	205
6400	-199	8	212
6500	-200	12	202
6600	-199	2	213
6700	-204	7	212
6800	-207	9	205
6900	-204	2	220
7000	-213	12	215
7100	-212	6	221
7200	-218	12	232
7300	-226	9	225
7400	-228	3	240
7500	-238	0	254
7600	-247	12	249
7700	-249	2	273
7800	77	-60	3
7900	-124	141	-13
8000	-186	195	9
8100	-232	243	0
8200	-253	267	0
8300	-270	282	8
8400	-281	298	0
8500	-287	298	0
8600	-293	302	6
8700	-292	309	-4
8800	-290	302	7
8900	-293	305	3
9000	-290	309	0
9100	-288	298	8
9200	-295	306	0
9300	-289	302	0
9400	-290	289	12
9500	-290	306	0
9600	-291	303	0
9700	-296	308	6
9800	-300	315	0
9900	-298	311	10
10000	-307	321	6
10100	-310	325	-2
10200	-309	321	8
10300	-319	333	0
10400	-323	335	-4
10500	-328	337	9
10600	-332	356	0
10700	-339	349	12
10800	-341	353	17
10900	-348	364	0
11000	-348	360	7
11100	-356	369	0
11200	-361	375	-2
11300	-360	373	7
11400	-371	385	1
11500	-372	386	8
11600	-373	382	8
11700	-381	393	0
11800	-378	393	5
11900	-380	392	9
12000	-393	401	0
12100	-383	395	0
12200	-385	398	6
12300	-387	401	0
12400	-385	396	7
12500	-386	398	3
12600	-384	399	0
12700	-380	392	9
12800	-384	396	1
12900	-378	389	5
13000	-373	382	12
13100	-368	388	0
13200	-366	380	0
13300	-364	379	6
13400	-361	377	0
13500	-354	363	8
13600	-352	360	6
13700	-344	360	-4
13800	-335	347	9
13900	-335	349	0
14000	-326	341	-7
14100	-320	334	9
14200	-318	333	0
14300	-308	322	0
14400	-302	315	8
14500	-297	315	0
14600	-289	301	0
14700	-286	295	6
14800	-279	296	0
14900	-270	281	10
15000	-268	281	3
15100	-258	273	-15
15200	-254	263	9
15300	-248	262	0
15400	-248	257	0
15500	-236	247	6
15600	-240	249	0
15700	-225	239	0
15800	-225	240	6
15900	-223	238	0
16000	-215	230	8
16100	-218	231	3
16200	-216	233	-5
16300	-215	224	6
16400	-219	230	0
16500	-215	226	0
16600	-212	231	9
16700	-219	238	0
16800	-218	232	0
16900	-226	237	6
17000	-232	244	-4
17100	-232	244	8
17200	-244	257	3
17300	-247	264	0
17400	-254	265	8
17500	-268	281	0
17600	-274	286	0
17700	8	-70	78
17800	5	126	-116
17900	9	174	-161
18000	7	205	-196
18100	8	236	-225
18200	12	242	-232
18300	6	255	-244
18400	10	264	-253
18500	16	257	-256
18600	7	261	-257
18700	12	261	-252
18800	9	261	-247
18900	5	264	-257
19000	12	261	-248
19100	8	263	-248
19200	8	264	-258
19300	12	259	-250
19400	6	268	-257
19500	12	270	-277
19600	12	263	-252
19700	5	273	-262
19800	12	270	-261
19900	9	273	-257
20000	8	280	-271
20100	12	276	-266
20200	9	282	-270
20300	12	290	-284
20400	12	286	-267
20500	5	295	-290
20600	8	298	-298
20700	12	315	-286
20800	5	308	-304
20900	11	309	-297
21000	8	308	-296
21100	8	315	-307
21200	12	310	-301
21300	6	318	-306
21400	8	322	-310
