# Time [us]	PORT_Mip_Acq_Curr_U	PORT_Mip_Acq_Curr_V	PORT_Mip_Acq_Curr_W
-----------	-------------------	-------------------	-------------------
0	7	-219	232
100	8	-217	218
200	12	-219	229
300	5	-215	219
400	12	-206	208
500	12	-211	222
600	5	-209	212
700	12	-211	218
800	9	-213	222
900	8	-211	213
1000	12	-215	223
1100	7	-213	223
1200	10	-211	218
1300	12	-216	229
1400	6	-215	219
1500	12	-215	224
1600	12	-223	233
1700	5	-217	219
1800	12	-222	231
1900	8	-232	235
2000	5	-222	226
2100	12	-229	240
2200	6	-229	238
2300	0	-225	232
2400	12	-234	244
2500	6	-232	238
2600	12	-232	234
2700	12	-236	244
2800	5	-227	233
2900	11	-228	234
3000	9	-226	241
3100	8	-222	225
3200	12	-223	231
3300	8	-223	228
3400	0	-206	211
3500	12	-213	225
3600	5	-207	209
3700	11	-199	205
3800	12	-200	209
3900	5	-190	193
4000	11	-186	192
4100	6	-181	194
4200	8	-170	178
4300	12	-169	179
4400	7	-165	174
4500	10	-154	160
4600	14	-153	165
4700	10	-145	154
4800	12	-138	144
4900	12	-136	149
5000	5	-131	135
5100	11	-128	134
5200	9	-123	141
5300	7	-116	120
5400	13	-116	126
5500	8	-111	122
5600	8	-107	111
5700	12	-111	116
5800	7	-107	116
5900	10	-107	108
6000	12	-113	122
6100	5	-109	111
6200	11	-112	121
6300	9	-120	130
6400	5	-116	118
6500	12	-128	137
6600	7	-132	141
6700	10	-138	144
6800	12	-152	163
6900	5	-159	167
7000	10	-170	173
7100	91	5	-80
7200	-97	9	103
7300	-121	6	131
7400	-135	0	148
7500	-145	9	145
7600	-138	3	153
7700	-141	0	154
7800	-136	9	137
7900	-125	4	148
8000	-121	8	128
8100	-116	7	120
8200	-109	4	125
8300	-110	9	109
8400	-103	9	111
8500	-101	0	116
8600	-116	9	103
8700	-95	4	107
8800	-96	7	103
8900	-97	9	95
9000	-90	3	105
9100	-97	8	103
9200	-94	6	99
9300	-93	2	111
9400	-100	9	103
9500	-95	6	102
9600	-99	0	116
9700	-97	9	106
9800	-104	4	115
9900	-111	0	117
10000	-116	8	117
10100	-112	2	128
10200	-120	0	128
10300	-120	9	121
10400	-119	4	136
10500	-128	8	132
10600	-129	6	128
10700	-128	12	142
10800	-132	12	135
10900	-131	6	140
11000	-135	0	148
11100	-136	9	137
11200	-135	4	147
11300	-140	0	149
11400	-139	9	140
11500	-137	2	152
11600	-140	7	148
11700	-137	8	144
11800	-137	4	153
11900	-142	9	143
12000	-136	6	147
12100	-136	5	154
12200	-142	9	140
12300	-135	4	150
12400	-141	0	154
12500	-137	8	137
12600	-135	5	149
12700	-140	8	143
12800	-139	6	144
12900	-138	2	154
13000	-145	10	145
13100	-143	6	150
13200	-148	-7	161
13300	-161	9	149
13400	-149	4	160
13500	-154	0	167
13600	-158	8	159
13700	-161	2	176
13800	-169	8	180
13900	-174	9	179
14000	-180	2	200
14100	-197	8	196
14200	-202	6	211
14300	90	-78	9
14400	-120	125	0
14500	-161	169	0
14600	-191	205	14
14700	-213	232	-7
14800	-219	232	11
14900	-232	244	1
15000	-229	244	-8
15100	-228	240	9
15200	-232	245	0
15300	-223	238	0
15400	-224	231	8
15500	-221	238	0
15600	-215	228	5
15700	-217	228	8
15800	-215	232	-4
15900	-211	223	0
16000	-215	228	6
16100	-213	232	-2
16200	-212	224	11
16300	-218	231	0
16400	-221	238	-13
16500	-219	244	6
16600	-227	240	0
16700	-226	239	0
16800	-231	244	9
16900	-236	254	0
17000	-236	249	0
17100	-243	255	6
17200	-247	264	-4
17300	-247	260	8
17400	-254	268	3
17500	-258	273	-8
17600	-257	269	8
17700	-262	279	0
17800	-265	283	-13
17900	-267	276	9
18000	-273	286	0
18100	-271	285	0
18200	-273	292	9
18300	-277	290	0
18400	-273	284	0
18500	-273	282	8
18600	-277	290	0
18700	-269	281	0
18800	-270	282	6
18900	-271	285	0
19000	-264	275	8
19100	-266	279	1
19200	-260	277	0
19300	-254	263	11
19400	-258	273	0
19500	-248	261	0
19600	-248	257	8
19700	-252	259	0
19800	-236	249	8
19900	-235	247	9
20000	-232	244	-4
20100	-222	235	0
20200	-221	231	3
20300	-215	232	-2
20400	-206	219	10
20500	-210	223	3
20600	-198	209	4
20700	-198	211	6
20800	-189	207	0
20900	-182	196	0
21000	-180	195	6
21100	-176	194	0
21200	-170	184	7
21300	-173	186	3
21400	-168	186	-4
21500	-165	176	0
21600	-169	182	0
21700	-165	180	-10
21800	-164	176	8
21900	-169	182	0
22000	-166	182	0
22100	-167	186	7
22200	-174	190	0
22300	-172	186	0
22400	-190	197	6
22500	-187	206	-4
22600	-193	206	7
22700	-201	217	3
22800	-213	232	-2
22900	-219	231	8
23000	-236	247	0
23100	15	-67	70
23200	9	108	-95
23300	5	156	-145
23400	12	177	-165
23500	8	189	-177
23600	5	196	-192
23700	19	206	-194
23800	3	205	-193
23900	8	206	-197
24000	12	197	-182
24100	5	201	-189
24200	10	196	-189
24300	9	186	-180
24400	5	194	-186
24500	12	190	-181
24600	7	192	-178
24700	8	193	-184
24800	12	187	-174
24900	4	192	-178
25000	10	193	-184
25100	12	189	-178
25200	8	198	-186
25300	12	196	-187
25400	8	195	-180
25500	8	196	-198
25600	12	200	-190
25700	6	205	-193
25800	10	212	-203
25900	12	208	-196
26000	5	217	-206
26100	10	219	-207
26200	9	211	-201
26300	5	222	-214
26400	12	219	-210
26500	8	224	-211
26600	10	232	-220
26700	12	218	-211
26800	3	223	-214
26900	12	222	-216
27000	9	221	-207
27100	7	223	-215
27200	11	219	-207
27300	7	217	-205
27400	5	219	-208
27500	12	208	-197
27600	6	211	-198
27700	10	207	-200
27800	12	198	-188
27900	5	203	-193
28000	10	196	-186
28100	9	190	-177
28200	2	193	-178
28300	11	182	-171
28400	9	179	-167
28500	8	180	-173
28600	12	169	-159
28700	5	173	-161
28800	10	168	-160
28900	12	160	-146
29000	5	160	-154
29100	12	156	-145
29200	9	153	-138
29300	8	156	-147
29400	12	154	-142
29500	4	153	-141
29600	5	154	-142
29700	19	150	-137
29800	3	153	-145
29900	10	154	-155
30000	12	152	-140
30100	5	162	-153
30200	8	162	-155
30300	9	166	-154
30400	8	180	-170
30500	12	182	-171
30600	9	192	-178
30700	10	206	-195
30800	12	209	-200
30900	-78	7	90
31000	118	6	-103
31100	154	2	-132
31200	168	12	-161
31300	190	6	-169
31400	186	8	-167
31500	186	12	-179
31600	187	4	-168
31700	178	8	-167
31800	179	12	-168
31900	177	4	-152
32000	165	8	-154
32100	166	9	-149
32200	164	5	-143
32300	153	9	-151
32400	161	6	-142
32500	157	5	-135
32600	153	9	-149
32700	161	5	-138
32800	154	8	-141
32900	160	12	-145
33000	164	2	-138
33100	153	8	-151
33200	159	6	-145
33300	161	5	-141
33400	157	9	-153
33500	164	4	-145
33600	161	8	-148
33700	166	9	-158
33800	170	4	-152
33900	166	8	-154
34000	173	9	-150
