# Time [us]	PORT_Mip_Acq_Curr_U	PORT_Mip_Acq_Curr_V	PORT_Mip_Acq_Curr_W
-----------	-------------------	-------------------	-------------------
0	-111	6	115
100	-112	-2	122
200	-107	9	107
300	-113	6	115
400	-119	0	122
500	-124	9	120
600	-128	4	144
700	-145	8	141
800	-155	8	160
900	-170	2	178
1000	-197	9	190
1100	-228	8	231
1200	-267	0	273
1300	-323	9	309
1400	-367	3	373
1500	-431	0	438
1600	205	-193	-4
1700	-215	224	5
1800	-306	315	6
1900	-335	354	1
2000	-353	360	8
2100	-344	355	0
2200	-320	335	5
2300	-293	300	9
2400	-265	274	0
2500	-223	235	0
2600	-190	198	6
2700	-161	174	0
2800	-132	144	0
2900	-128	137	3
3000	-123	135	-2
3100	-116	127	0
3200	-124	132	3
3300	-123	138	0
3400	-127	136	9
3500	-136	149	0
3600	-143	154	0
3700	-151	160	6
3800	-165	177	0
3900	-180	193	5
4000	-215	228	6
4100	-253	267	0
4200	-293	300	7
4300	-347	353	3
4400	-397	412	2
4500	-456	461	11
4600	-521	529	0
4700	10	-173	182
4800	9	218	-205
4900	8	309	-299
5000	12	341	-327
5100	7	356	-341
5200	8	351	-337
5300	12	324	-310
5400	5	300	-286
5500	8	264	-239
5600	9	221	-209
5700	5	196	-182
5800	12	157	-137
5900	8	140	-122
6000	8	138	-126
6100	19	128	-111
6200	5	132	-116
6300	12	136	-124
6400	12	132	-112
6500	4	142	-132
6600	9	145	-132
6700	12	153	-135
6800	8	167	-154
6900	12	176	-161
7000	7	205	-185
7100	8	235	-223
7200	12	266	-252
7300	6	320	-309
7400	10	373	-361
7500	12	418	-413
7600	15	499	-483
7700	-189	4	213
7800	222	0	-196
7900	292	12	-277
8000	322	5	-294
8100	318	8	-302
8200	313	8	-290
8300	286	0	-261
8400	250	9	-241
8500	223	4	-198
8600	180	0	-161
8700	153	9	-137
8800	145	2	-116
8900	131	8	-116
9000	132	6	-110
9100	135	4	-102
9200	126	9	-115
9300	136	6	-113
9400	135	0	-112
9500	144	12	-129
9600	154	4	-125
9700	160	8	-145
9800	178	6	-155
9900	194	12	-167
10000	231	9	-205
10100	261	6	-236
10200	296	7	-277
10300	347	12	-335
10400	412	4	-385
10500	-171	192	0
10600	248	-225	2
10700	348	-327	6
10800	382	-368	0
10900	406	-386	0
11000	386	-374	4
11100	366	-343	-4
11200	338	-316	7
11300	297	-277	0
11400	261	-238	0
11500	222	-194	7
11600	179	-161	0
11700	159	-135	0
11800	142	-123	3
11900	139	-116	-5
12000	141	-120	7
12100	132	-116	3
12200	140	-119	0
12300	148	-116	8
12400	147	-125	0
12500	159	-138	0
12600	162	-145	6
12700	176	-154	-4
12800	196	-178	7
12900	219	-207	3
13000	257	-235	-2
13100	299	-281	8
13200	339	-324	0
13300	396	-376	0
13400	451	-434	6
13500	508	-489	0
13600	12	202	-197
13700	6	-213	219
13800	12	-296	298
13900	12	-348	352
14000	8	-353	360
14100	11	-350	353
14200	9	-335	343
14300	5	-304	303
14400	12	-276	281
14500	6	-239	244
14600	8	-199	202
14700	12	-171	179
14800	5	-136	141
14900	12	-125	134
15000	12	-116	129
15100	5	-116	116
15200	14	-120	121
15300	12	-120	128
15400	5	-122	121
15500	12	-133	138
15600	6	-137	141
15700	10	-145	144
15800	12	-158	162
15900	5	-170	170
16000	12	-199	202
16100	9	-237	244
16200	8	-277	275
16300	12	-331	334
16400	9	-390	393
16500	12	-451	450
16600	12	-519	526
16700	186	8	-191
16800	-198	6	200
16900	-257	0	272
17000	-274	10	277
17100	-281	4	289
17200	-269	0	273
17300	-242	9	237
17400	-206	3	215
17500	-174	8	174
17600	-137	9	134
17700	-122	4	134
17800	-120	8	116
17900	-112	8	111
18000	-111	12	116
18100	-116	9	107
18200	-116	4	118
18300	-116	8	119
18400	-124	12	121
18500	-128	2	137
18600	-144	8	141
18700	-155	8	152
18800	-167	23	178
18900	-198	8	190
19000	-224	6	231
19100	-269	5	277
19200	-316	9	310
19300	-368	3	376
19400	-432	0	438
19500	205	-193	-7
19600	-212	224	4
19700	-302	308	1
19800	-339	348	0
19900	-343	353	7
20000	-344	353	0
20100	-318	325	0
20200	-290	295	6
20300	-258	270	0
20400	-218	367	8
20500	-186	192	8
20600	-155	167	0
20700	-128	140	10
20800	-127	137	3
20900	-123	135	-2
21000	-119	128	8
21100	-124	132	0
21200	-123	135	0
21300	-125	128	3
21400	-137	151	0
21500	-142	154	0
21600	-154	163	6
21700	-168	180	0
21800	-185	192	7
21900	-220	231	3
22000	-258	270	0
22100	-296	303	11
22200	-352	360	0
22300	-404	412	0
22400	-464	476	9
22500	-527	536	3
22600	12	-174	192
22700	8	218	-203
22800	8	309	-298
22900	13	334	-326
23000	5	353	-339
23100	12	348	-329
23200	12	321	-306
23300	5	298	-286
23400	10	257	-245
23500	7	224	-211
23600	8	193	-182
23700	12	156	-142
23800	5	144	-128
23900	10	136	-123
24000	12	128	-111
24100	7	133	-120
24200	9	135	-116
24300	12	134	-116
24400	8	148	-131
24500	12	143	-130
24600	6	153	-141
24700	8	167	-156
24800	12	176	-162
24900	7	205	-190
25000	12	236	-226
25100	12	255	-257
25200	5	326	-314
25300	11	373	-363
25400	7	437	-418
25500	8	505	-492
25600	-189	2	218
25700	215	8	-198
25800	289	12	-274
25900	319	4	-292
26000	315	11	-306
26100	310	6	-286
26200	283	5	-262
26300	253	12	-241
26400	222	2	-194
26500	178	8	-164
26600	153	9	-136
26700	145	2	-112
26800	132	8	-118
26900	137	6	-110
27000	129	0	-106
27100	128	12	-116
27200	141	4	-110
27300	135	0	-122
27400	147	8	-129
27500	157	4	-128
27600	160	10	-148
27700	178	6	-158
27800	196	5	-174
27900	218	12	-210
28000	264	6	-236
28100	298	8	-283
28200	356	12	-339
28300	415	4	-390
28400	-171	190	0
28500	249	-225	0
28600	341	-326	6
28700	384	-367	0
28800	402	-384	8
28900	386	-374	3
29000	366	-344	-4
29100	338	-318	9
29200	295	-277	0
29300	263	-240	0
29400	220	-207	6
29500	184	-164	0
29600	157	-139	0
29700	141	-124	3
29800	140	-119	-2
29900	141	-121	11
30000	134	-116	0
30100	140	-119	0
30200	143	-137	9
30300	147	-127	0
30400	161	-138	7
30500	164	-149	6
30600	176	-154	-2
30700	196	-178	0
30800	219	-207	0
30900	261	-238	0
31000	299	-284	8
31100	342	-327	0
31200	399	-381	0
31300	452	-435	6
31400	513	-493	-4
31500	12	200	-198
31600	5	-211	212
31700	10	-299	300
31800	12	-368	354
31900	5	-356	355
32000	11	-353	356
32100	9	-335	344
32200	8	-302	306
32300	12	-278	286
32400	5	-240	244
32500	10	-203	205
32600	12	-174	182
32700	7	-139	141
32800	19	-136	131
32900	17	-123	130
33000	5	-115	105
33100	12	-123	128
33200	7	-120	125
33300	12	-122	124
33400	12	-134	142
33500	5	-136	141
33600	11	-146	147
33700	9	-158	164
33800	5	-172	169
33900	12	-200	203
34000	7	-236	238
