# Time [us]	PORT_Mip_Acq_Curr_U	PORT_Mip_Acq_Curr_V	PORT_Mip_Acq_Curr_W
-----------	-------------------	-------------------	-------------------
0	-28	9	12
100	6	3	-7
200	22	10	-35
300	42	12	-55
400	35	2	-36
500	-11	8	0
600	-49	7	41
700	-99	0	96
800	-142	9	126
900	-185	4	179
1000	464	-464	3
1100	-81	90	-4
1200	-154	160	12
1300	-130	132	3
1400	-91	103	2
1500	-58	60	9
1600	-28	33	0
1700	0	3	0
1800	19	-20	9
1900	28	-22	0
2000	16	-9	0
2100	-20	24	6
2200	-58	66	-4
2300	-99	105	8
2400	-149	153	6
2500	-200	190	18
2600	-257	223	53
2700	8	-539	544
2800	12	-29	50
2900	8	120	-96
3000	5	106	-91
3100	12	65	-45
3200	6	36	-12
3300	8	12	8
3400	12	-15	35
3500	6	-21	38
3600	10	-11	37
3700	12	24	3
3800	5	61	-44
3900	12	103	-87
4000	6	147	-125
4100	5	199	-181
4200	16	257	-233
4300	-475	0	505
4400	-10	12	36
4500	122	5	-80
4600	99	8	-77
4700	70	6	-39
4800	32	18	3
4900	2	9	20
5000	-15	4	50
5100	-30	0	66
5200	-13	9	36
5300	41	4	-2
5400	83	0	-51
5500	134	9	-110
5600	174	12	-145
5700	208	40	-212
5800	-516	522	12
5900	35	-26	9
6000	153	-132	0
6100	135	-111	5
6200	103	-71	3
6300	63	-35	-4
6400	35	-12	7
6500	5	17	0
6600	-4	32	-8
6700	0	15	8
6800	20	4	0
6900	57	-30	0
7000	96	-73	6
7100	137	-112	0
7200	183	-161	0
7300	226	-207	0
7400	289	-257	0
7500	12	498	-496
7600	5	60	-64
7700	9	-90	87
7800	9	-74	77
7900	8	-37	32
8000	12	-11	10
8100	9	16	-12
8200	8	35	-41
8300	12	37	-34
8400	6	20	-22
8500	8	-17	24
8600	12	-62	67
8700	5	-107	103
8800	19	-161	150
8900	35	-219	194
9000	57	-277	220
9100	560	5	-564
9200	94	8	-103
9300	-71	9	62
9400	-64	4	66
9500	-36	8	20
