# Time [us]	PORT_Mip_Acq_Curr_U	PORT_Mip_Acq_Curr_V	PORT_Mip_Acq_Curr_W
-----------	-------------------	-------------------	-------------------
0	122	-100	0
100	82	-60	1
200	55	-25	2
300	25	-4	14
400	4	20	0
500	-2	32	0
600	4	18	6
700	29	-4	0
800	67	-41	0
900	109	-87	6
1000	150	-124	-5
1100	199	-173	0
1200	240	-219	0
1300	10	489	-490
1400	12	-10	16
1500	5	-116	116
1600	12	-102	102
1700	12	-71	74
1800	-7	-29	22
1900	10	0	0
2000	7	18	-17
2100	8	38	-45
2200	12	34	-36
2300	6	9	-9
2400	10	-25	23
2500	12	-78	78
2600	7	-118	116
2700	24	-174	160
2800	41	-239	206
2900	521	19	-547
3000	20	6	-26
3100	-116	0	116
3200	-97	9	86
3300	-58	2	60
3400	-25	10	16
3500	0	12	-18
3600	27	2	-29
3700	37	7	-51
3800	33	8	-41
3900	-9	0	9
4000	-58	10	42
4100	-99	6	95
4200	-145	5	138
4300	-190	9	176
4400	472	-465	0
4500	-77	81	6
4600	-155	164	-4
4700	-122	128	9
4800	-94	99	3
4900	-53	64	-4
5000	-19	24	3
5100	0	6	0
5200	23	-16	0
5300	27	-26	6
5400	8	-3	-4
5500	-19	25	7
5600	-61	68	3
5700	-105	116	-2
5800	-148	149	11
5900	-206	192	20
6000	-261	232	37
6100	16	-542	557
6200	7	-37	51
6300	11	116	-97
6400	12	92	-77
6500	8	67	-54
6600	12	29	-13
6700	6	0	12
6800	10	-9	28
6900	12	-26	49
7000	6	-8	25
7100	10	25	0
7200	6	57	-34
7300	5	107	-95
7400	9	148	-136
7500	8	198	-178
7600	0	264	-248
7700	-473	3	513
7800	-17	0	51
7900	115	12	-91
8000	103	4	-66
8100	63	8	-38
8200	33	8	0
8300	6	8	32
8400	-21	9	44
8500	-25	6	60
8600	0	0	45
8700	37	9	-16
8800	93	4	-56
8900	132	8	-103
9000	173	19	-161
9100	212	33	-208
9200	-514	525	14
9300	27	-12	18
9400	161	-129	6
9500	128	-98	0
9600	96	-70	0
9700	59	-36	6
9800	31	0	-4
9900	12	16	8
10000	-8	31	3
10100	0	29	-4
10200	29	-7	0
10300	53	-29	0
10400	102	-74	4
10500	143	-120	6
10600	179	-158	0
10700	236	-206	0
10800	291	-266	6
10900	5	509	-511
11000	14	62	-58
11100	8	-86	85
11200	10	-70	66
11300	12	-42	45
11400	5	-8	12
11500	11	14	-20
11600	12	29	-29
11700	5	41	-45
11800	11	16	-18
11900	8	-23	25
12000	5	-59	57
12100	12	-111	111
12200	16	-161	154
12300	37	-219	189
12400	66	-287	234
12500	550	12	-567
12600	102	8	-103
12700	-70	0	70
12800	-71	9	56
12900	-32	6	28
13000	0	0	-3
13100	20	9	-37
13200	39	6	-46
13300	32	5	-45
13400	-2	9	-13
13500	-41	4	41
13600	-96	0	90
13700	-133	8	134
13800	-177	4	180
13900	-236	11	225
14000	485	-473	0
14100	0	12	6
