# Time [us]	PORT_Mip_Acq_Curr_U	PORT_Mip_Acq_Curr_V	PORT_Mip_Acq_Curr_W
-----------	-------------------	-------------------	-------------------
0	18	-13	3
100	-7	16	-13
200	-38	44	9
300	-91	96	0
400	-134	132	0
500	-180	176	19
600	-239	215	30
700	-298	249	63
800	7	-558	576
900	8	-93	108
1000	12	76	-58
1100	7	78	-61
1200	10	51	-33
1300	12	21	8
1400	5	4	16
1500	12	-21	41
1600	5	-18	38
1700	10	12	0
1800	12	33	-22
1900	6	91	-70
2000	10	135	-113
2100	9	179	-157
2200	4	232	-219
2300	-464	3	495
2400	25	0	3
2500	137	12	-113
2600	122	4	-82
2700	79	10	-51
2800	48	8	-16
2900	19	0	25
3000	-10	9	33
3100	-20	4	62
3200	-20	8	53
3300	18	9	5
3400	67	4	-30
3500	113	7	-89
3600	158	8	-131
3700	194	24	-183
3800	231	53	-254
3900	-525	538	11
4000	-20	44	3
4100	128	-101	-4
4200	111	-87	8
4300	73	-49	0
4400	45	-18	0
4500	19	8	8
4600	-1	29	0
4700	-3	29	0
4800	12	12	3
4900	42	-12	0
5000	80	-57	10
5100	116	-103	0
5200	169	-140	0
5300	212	-184	8
5400	263	-237	0
5500	12	489	-490
5600	7	20	-19
5700	8	-103	99
5800	12	-91	95
5900	5	-53	54
6000	10	-22	21
6100	9	8	-1
6200	5	32	-32
6300	12	36	-39
6400	8	31	-32
6500	10	0	-4
6600	12	-44	43
6700	10	-85	83
6800	16	-132	132
6900	27	-197	180
7000	44	-250	206
7100	543	8	-549
7200	46	7	-58
7300	-103	12	92
7400	-83	2	85
7500	-53	8	40
7600	-13	7	5
7700	12	-13	-12
7800	28	6	-47
7900	42	6	-52
8000	19	7	-25
8100	-26	12	13
8200	-64	4	65
8300	-115	12	109
8400	-155	8	145
8500	-203	4	204
8600	469	-467	0
8700	-46	58	0
8800	-141	144	7
8900	-116	124	0
9000	-78	83	8
9100	-48	50	12
9200	-15	25	0
9300	12	-7	9
9400	20	-16	0
9500	28	-19	-4
9600	3	0	8
9700	-36	43	0
9800	-67	77	0
9900	-116	124	6
10000	-168	167	4
10100	-218	198	34
10200	-281	240	51
10300	12	-541	556
10400	12	-65	88
10500	5	106	-90
10600	12	90	-71
10700	9	57	-35
10800	5	29	-15
10900	12	0	18
11000	7	-15	35
11100	8	-19	33
11200	12	-5	26
11300	7	33	-25
11400	12	77	-55
11500	12	115	-95
11600	8	167	-151
11700	11	211	-194
11800	-460	0	489
11900	57	9	-33
12000	154	2	-118
12100	124	7	-101
12200	95	7	-65
12300	58	21	-22
12400	21	9	0
12500	0	6	34
12600	-24	0	61
12700	-26	12	52
12800	6	4	36
12900	48	9	-24
13000	102	8	-71
13100	145	-10	-109
13200	171	25	-174
13300	223	41	-227
