# Time [us]	PORT_Mip_Acq_Curr_U	PORT_Mip_Acq_Curr_V	PORT_Mip_Acq_Curr_W
-----------	-------------------	-------------------	-------------------
0	308	12	-290
100	386	4	-351
200	471	10	-456
300	585	16	-567
400	-275	295	8
500	266	-244	0
600	368	-345	0
700	389	-374	6
800	379	-357	-3
900	348	-326	9
1000	289	-271	3
1100	237	-212	-4
1200	186	-168	7
1300	166	-147	0
1400	169	-141	0
1500	167	-145	12
1600	169	-146	-4
1700	190	-163	0
1800	197	-181	3
1900	223	-199	-4
2000	257	-239	6
2100	305	-285	0
2200	381	-356	0
2300	465	-455	7
2400	564	-547	0
2500	683	-660	0
2600	7	295	-296
2700	8	-235	231
2800	12	-329	334
2900	7	-356	360
3000	10	-348	347
3100	12	-318	327
3200	8	-265	267
3300	12	-206	211
3400	12	-168	174
3500	5	-148	145
3600	12	-145	147
3700	8	-149	154
3800	8	-151	145
3900	12	-159	166
4000	6	-181	183
4100	8	-196	197
4200	12	-234	241
4300	5	-284	283
4400	10	-359	360
4500	12	-451	467
4600	5	-570	560
4700	289	6	-290
4800	-257	0	257
4900	-353	12	347
5000	-377	2	381
5100	-368	0	367
5200	-326	8	321
5300	-267	2	273
5400	-207	7	199
5500	-161	6	153
5600	-145	-13	148
5700	-142	8	132
5800	-138	6	137
5900	-148	5	149
6000	-161	9	150
6100	-177	4	178
6200	-203	0	206
6300	-236	9	226
6400	-283	5	292
6500	-357	0	354
6600	-445	6	440
6700	-551	2	559
6800	292	-286	0
6900	-258	267	0
7000	-354	360	9
7100	-391	400	0
7200	-380	386	0
7300	-346	369	9
7400	-300	309	0
7500	-237	248	0
7600	-180	189	8
7700	-155	174	0
7800	-149	149	0
7900	-149	153	6
8000	-155	161	-2
8100	-161	166	8
8200	-180	186	3
8300	-197	206	0
8400	-225	228	8
8500	-274	281	0
8600	-336	344	0
8700	-422	437	9
8800	-523	531	0
8900	-633	634	8
9000	8	-266	283
9100	12	267	-255
9200	12	360	-348
9300	8	395	-377
9400	5	393	-376
9500	12	350	-335
9600	5	304	-289
9700	10	246	-232
9800	12	184	-166
9900	5	169	-153
10000	13	157	-142
10100	6	153	-135
10200	5	167	-150
10300	12	170	-156
10400	7	189	-172
10500	10	213	-197
10600	12	231	-216
10700	5	286	-270
10800	12	354	-348
10900	12	434	-425
11000	5	555	-541
11100	-273	4	298
11200	273	8	-251
11300	376	9	-360
11400	412	4	-382
11500	394	0	-373
11600	366	8	-345
11700	315	2	-283
11800	244	9	-225
11900	191	6	-168
12000	167	5	-136
12100	176	8	-140
12200	161	4	-129
12300	161	0	-135
12400	171	12	-153
12500	190	4	-159
12600	206	8	-188
12700	239	6	-219
12800	278	10	-249
12900	339	9	-322
13000	431	6	-401
13100	528	12	-507
13200	-274	296	-2
13300	285	-266	7
13400	387	-371	0
13500	431	-406	-4
13600	418	-392	14
13700	377	-357	0
13800	335	-306	0
13900	261	-253	3
14000	205	-180	-4
14100	180	-157	7
14200	162	-142	0
14300	165	-140	-2
14400	167	-149	8
14500	176	-155	0
14600	196	-172	0
14700	212	-189	6
14800	236	-209	0
14900	283	-261	0
15000	336	-323	6
15100	421	-399	-4
15200	522	-501	9
15300	621	-610	0
15400	12	296	-294
15500	9	-252	254
15600	5	-344	342
15700	12	-384	385
