# Time [us]	PORT_Mip_Acq_Curr_U	PORT_Mip_Acq_Curr_V	PORT_Mip_Acq_Curr_W
-----------	-------------------	-------------------	-------------------
0	-12	25	6
100	-19	31	3
200	-16	32	-2
300	-16	28	8
400	-23	31	0
500	-16	33	-2
600	-19	21	9
700	-26	38	0
800	-21	35	0
900	-25	37	6
1000	-28	41	0
1100	-25	38	0
1200	-33	43	6
1300	-34	51	-4
1400	-41	47	0
1500	-44	53	0
1600	-41	54	0
1700	-45	63	9
1800	-52	56	1
1900	-49	64	0
2000	-57	66	6
2100	-65	77	0
2200	-62	74	5
2300	-72	82	6
2400	-73	90	2
2500	12	-120	133
2600	7	66	-58
2700	12	77	-65
2800	12	66	-51
2900	4	64	-59
3000	12	61	-45
3100	6	57	-43
3200	8	58	-49
3300	12	49	-37
3400	6	49	-38
3500	10	51	-39
3600	12	42	-27
3700	5	43	-32
3800	11	38	-29
3900	12	42	-22
4000	5	38	-32
4100	11	33	-21
4200	7	31	-19
4300	10	33	-27
4400	12	25	-12
4500	6	31	-19
4600	12	29	-8
4700	12	24	-9
4800	7	29	-17
4900	10	25	-13
5000	9	24	-11
5100	5	29	-19
5200	12	23	-10
5300	7	24	-12
5400	8	32	-21
5500	12	25	-13
5600	5	31	-22
5700	12	30	-20
5800	12	31	-17
5900	2	41	-30
6000	11	34	-21
6100	8	37	-22
6200	8	41	-33
6300	12	39	-26
6400	4	44	-32
6500	8	51	-36
6600	12	44	-29
6700	5	54	-45
6800	10	58	-45
6900	9	60	-45
7000	8	67	-59
7100	12	67	-55
7200	7	74	-61
7300	7	80	-72
7400	-122	2	146
7500	67	8	-58
7600	81	12	-66
7700	77	2	-53
7800	66	11	-58
7900	69	6	-52
8000	61	0	-38
8100	53	9	-48
8200	58	4	-36
8300	51	0	-32
8400	49	9	-39
8500	51	4	-27
8600	42	8	-30
8700	44	6	-29
8800	41	2	-17
8900	37	12	-25
9000	40	6	-20
9100	35	8	-12
9200	28	9	-23
9300	35	3	-13
9400	29	0	-11
9500	29	9	-18
9600	32	2	-4
9700	25	7	-9
9800	28	12	-13
9900	29	5	-1
10000	24	9	-16
10100	30	6	-7
10200	25	5	-9
10300	28	9	-16
10400	32	2	-9
10500	27	7	-12
10600	33	9	-20
10700	38	2	-11
10800	33	8	-19
10900	41	6	-20
11000	41	0	-17
11100	41	9	-32
11200	48	4	-26
11300	51	0	-25
11400	50	12	-41
11500	58	3	-33
11600	53	8	-41
11700	62	7	-47
11800	67	4	-41
11900	66	10	-54
12000	75	7	-55
12100	-109	128	9
12200	76	-56	0
12300	90	-70	0
12400	81	-65	3
12500	76	-58	-4
12600	77	-55	10
12700	66	-52	0
12800	68	-45	4
12900	61	-36	8
13000	57	-35	0
13100	58	-35	0
13200	51	-33	6
13300	47	-25	-5
13400	51	-29	0
13500	39	-26	1
13600	41	-22	0
13700	40	-26	8
13800	33	-16	0
13900	37	-17	0
14000	33	-16	6
14100	37	-12	0
14200	33	-16	0
14300	32	-13	9
14400	28	-9	-4
14500	35	-16	9
14600	26	-11	0
14700	31	-9	-8
14800	32	-13	8
14900	28	-9	1
15000	33	-12	5
15100	32	-16	6
15200	31	-12	0
15300	38	-19	0
15400	35	-16	3
15500	37	-17	-4
15600	45	-24	11
15700	39	-21	0
15800	44	-32	-4
15900	45	-29	8
16000	44	-29	-12
16100	54	-32	0
16200	53	-36	6
16300	57	-35	0
16400	61	-44	7
16500	60	-42	0
16600	66	-45	-4
16700	70	-53	8
16800	70	-53	0
16900	82	-58	0
17000	80	-65	8
17100	86	-66	0
17200	14	130	-126
17300	8	-60	64
17400	12	-64	66
17500	12	-66	74
17600	5	-58	64
17700	11	-57	60
17800	9	-52	64
17900	5	-47	51
18000	11	-48	50
18100	7	-42	53
18200	8	-38	41
18300	12	-41	49
18400	5	-36	45
18500	10	-32	36
18600	12	-36	44
18700	7	-23	32
18800	15	-29	34
18900	8	-26	39
19000	8	-22	25
19100	12	-25	37
19200	6	-23	32
19300	8	-19	21
19400	12	-23	31
19500	7	-18	25
19600	10	-16	21
19700	12	-20	29
19800	5	-14	17
19900	12	-16	21
20000	12	-16	25
20100	5	-12	14
20200	14	-19	24
20300	9	-13	128
20400	8	-12	15
20500	12	-20	29
20600	6	-17	25
20700	11	-19	21
20800	12	-21	29
20900	5	-20	25
21000	11	-24	31
21100	9	-26	38
21200	8	-25	28
21300	12	-33	41
21400	7	-33	38
21500	12	-32	36
21600	16	-42	50
21700	7	-40	45
21800	10	-45	47
21900	12	-53	64
22000	0	-51	53
22100	12	-62	69
22200	6	-65	72
22300	128	9	-131
22400	-48	3	62
22500	-63	7	64
22600	-54	8	79
22700	-48	4	62
22800	-49	11	46
22900	-39	6	47
23000	-37	5	48
23100	-21	9	33
23200	-29	4	37
23300	-29	0	38
23400	-26	12	24
23500	-19	2	33
23600	-23	7	25
23700	-15	8	12
23800	-12	4	25
23900	-16	8	12
24000	-6	6	18
24100	-11	5	19
24200	-8	9	7
24300	-4	4	16
24400	-8	8	12
24500	-7	9	5
24600	0	4	16
24700	-10	10	9
24800	-5	9	8
24900	0	5	16
25000	-13	9	4
25100	-6	4	16
25200	-11	5	16
25300	-13	9	11
25400	-9	4	21
