# Time [us]	PORT_Mip_Acq_Curr_U	PORT_Mip_Acq_Curr_V	PORT_Mip_Acq_Curr_W
-----------	-------------------	-------------------	-------------------
0	10	-19	21
100	12	-7	29
200	5	-15	19
300	12	-19	24
400	6	-16	25
500	8	-12	18
600	12	-20	29
700	7	-16	19
800	10	-16	8
900	12	-23	30
1000	5	-17	20
1100	8	-21	24
1200	8	-23	32
1300	8	-19	21
1400	12	-24	31
1500	4	-26	32
1600	8	-24	31
1700	16	-29	41
1800	2	-26	32
1900	11	-32	37
2000	12	-39	48
2100	5	-37	40
2200	10	-44	50
2300	8	-52	61
2400	5	-49	55
2500	12	-58	63
2600	7	-62	70
2700	8	-64	66
2800	135	4	-123
2900	-51	8	54
3000	-56	9	57
3100	-51	2	64
3200	-52	14	51
3300	-42	6	44
3400	-38	0	54
3500	-39	12	34
3600	-30	8	37
3700	-31	0	38
3800	-29	9	26
3900	-21	4	31
4000	-22	7	25
4100	-20	9	16
4200	-12	3	24
4300	-17	8	19
4400	-13	9	15
4500	-9	2	20
4600	-13	9	12
4700	-5	7	10
4800	0	0	17
4900	-10	9	6
5000	-3	6	12
5100	0	0	16
5200	-7	9	6
5300	-3	6	15
5400	-8	0	12
5500	-10	12	8
5600	-6	3	20
5700	-14	10	14
5800	-10	6	24
5900	-11	4	25
6000	-18	9	14
6100	-18	6	21
6200	-20	5	29
6300	-29	9	21
6400	-25	4	34
6500	-30	5	38
6600	-33	12	34
6700	-32	3	44
6800	-39	8	41
6900	-39	12	41
7000	-41	4	55
7100	-52	9	51
7200	-52	6	57
7300	-58	0	70
7400	128	-122	0
7500	-58	70	0
7600	-70	82	3
7700	-68	83	0
7800	-59	71	0
7900	-59	70	9
8000	-52	67	0
8100	-45	57	7
8200	-47	58	0
8300	-39	54	-10
8400	-38	68	8
8500	-39	51	0
8600	-31	45	0
8700	-29	44	8
8800	-26	51	-14
8900	-24	38	7
9000	-26	37	3
9100	-26	40	-4
9200	-22	31	8
9300	-26	34	1
9400	-20	33	0
9500	-19	28	8
9600	-23	33	0
9700	-18	32	0
9800	-19	28	8
9900	-23	32	0
10000	-14	27	0
10100	-17	29	3
10200	-16	33	-4
10300	-11	25	0
10400	-21	33	0
10500	-18	32	0
10600	-19	28	8
10700	-23	37	3
10800	-18	35	5
10900	-22	36	8
11000	-28	39	0
11100	-22	38	0
11200	-25	37	6
11300	-33	45	-5
11400	-28	41	0
11500	-35	44	6
