# Time [us]	PORT_Mip_Acq_Curr_U	PORT_Mip_Acq_Curr_V	PORT_Mip_Acq_Curr_W
13400	41	8	-26
13500	38	4	-16
13600	33	9	-23
13700	37	6	-16
13800	30	8	-9
13900	28	9	-20
14000	32	4	-8
14100	28	0	-11
14200	28	9	-18
14300	32	4	-4
14400	23	8	-12
14500	29	8	-13
14600	29	2	-4
14700	24	7	-16
14800	33	6	-13
14900	32	5	-9
15000	31	9	-20
15100	35	4	-13
15200	32	5	-12
15300	36	8	-24
15400	41	0	-16
15500	37	8	-25
15600	44	8	-23
15700	51	4	-22
15800	44	12	-38
15900	54	6	-33
16000	52	0	-32
16100	57	12	-45
16200	64	4	-39
16300	62	8	-48
16400	70	6	-55
16500	77	4	-52
16600	-113	131	0
16700	82	-61	0
16800	87	-71	8
16900	79	-62	0
17000	81	-62	0
17100	72	-55	6
17200	68	-48	0
17300	70	-51	8
17400	58	-41	0
17500	60	-38	-4
17600	54	-39	9
17700	47	-30	0
17800	52	-31	0
17900	45	-26	6
18000	42	-19	0
18100	43	-24	0
18200	38	-20	6
18300	37	-16	-4
18400	38	-21	0
18500	31	-16	0
18600	34	-12	-10
18700	32	-20	12
18800	28	-8	0
18900	24	-12	-7
19000	29	-13	6
19100	29	-9	0
19200	35	-14	5
19300	26	-13	6
19400	31	-9	-4
19500	33	-18	8
19600	29	-15	0
19700	36	-12	0
19800	38	-20	9
19900	31	-16	0
20000	40	-20	0
20100	38	-13	8
20200	37	-20	0
20300	49	-29	0
20400	43	-26	6
20500	47	-25	-4
20600	53	-36	8
20700	51	-34	0
20800	57	-37	0
20900	61	-45	12
21000	58	-41	3
21100	67	-47	0
21200	67	-52	6
21300	70	-51	0
21400	78	-60	0
21500	78	-65	6
21600	82	-64	-4
21700	12	128	-124
21800	6	-56	59
21900	12	-64	70
22000	9	-65	77
22100	5	-57	60
22200	11	-57	63
22300	8	-55	64
22400	8	-47	49
22500	12	-49	50
22600	6	-52	51
22700	8	-38	42
22800	12	-42	50
22900	5	-36	41
23000	12	-35	37
23100	12	-36	43
23200	7	-29	32
23300	16	-25	34
23400	9	-26	38
23500	7	-24	27
23600	12	-27	33
23700	6	-26	32
23800	8	-22	23
23900	12	-26	33
24000	5	-18	25
24100	8	-17	20
24200	12	-21	29
24300	5	-16	19
24400	10	-16	21
24500	12	-21	32
24600	8	-12	18
24700	22	-17	24
24800	4	-13	25
24900	8	-16	16
25000	12	-21	28
25100	6	-18	26
25200	10	-19	24
25300	12	-26	33
25400	5	-22	25
25500	10	-22	29
25600	12	-33	35
25700	5	-25	29
25800	12	-31	36
25900	9	-33	41
26000	5	-32	33
26100	12	-41	44
26200	9	-42	51
26300	12	-38	42
26400	12	-52	55
26500	5	-53	58
26600	10	-58	63
26700	12	-68	74
26800	126	9	-128
26900	-52	6	57
27000	-61	5	70
27100	-60	11	54
27200	-49	6	57
27300	-48	0	54
27400	-45	9	39
27500	-35	4	50
27600	-38	0	38
27700	-33	12	31
27800	-25	3	41
27900	-28	6	25
28000	-21	6	28
28100	-19	7	29
28200	-13	9	16
28300	-12	6	21
28400	-15	5	22
28500	-13	9	10
28600	-8	4	18
28700	-11	8	16
28800	-7	12	7
28900	-3	2	14
29000	-8	7	8
29100	-4	8	-29
29200	0	2	19
29300	-8	9	6
29400	-4	8	12
29500	0	0	16
29600	-10	9	6
29700	-6	4	16
29800	-12	0	19
29900	-13	9	12
30000	-11	3	23
30100	-18	8	19
30200	-20	9	21
30300	-19	4	32
30400	-28	9	25
30500	-27	9	31
30600	-32	8	41
30700	-52	12	29
30800	-32	4	44
30900	-40	7	45
31000	-42	9	41
31100	-44	4	57
31200	-53	7	54
31300	-53	6	57
31400	138	-129	7
31500	-66	76	0
31600	-67	81	0
31700	-64	86	9
31800	-62	78	0
31900	-58	70	0
32000	-56	66	3
32100	-52	66	-4
32200	-45	53	0
32300	-45	57	1
32400	-42	58	-4
32500	-35	44	8
32600	-39	49	0
32700	-33	51	0
32800	-32	44	9
32900	-33	45	0
33000	-24	38	7
33100	-25	37	8
33200	-26	38	0
33300	-19	33	0
33400	-24	34	3
33500	-20	38	-2
33600	-17	28	12
33700	-19	30	0
33800	-16	32	0
33900	-16	31	8
34000	-23	33	0
