# Time [us]	PORT_Mip_Acq_Curr_U	PORT_Mip_Acq_Curr_V	PORT_Mip_Acq_Curr_W
-----------	-------------------	-------------------	-------------------
0	12	-58	63
100	7	-53	64
200	8	-45	49
300	12	-50	55
400	6	-42	51
500	12	-38	44
600	16	-42	53
700	7	-33	38
800	12	-35	41
900	9	-36	45
1000	5	-29	29
1100	12	-30	37
1200	7	-26	35
1300	8	-24	26
1400	12	-28	36
1500	6	-21	29
1600	10	-21	24
1700	12	-23	32
1800	5	-17	25
1900	12	-17	23
2000	12	-23	25
2100	0	-12	17
2200	12	-17	24
2300	8	-16	27
2400	8	-12	18
2500	12	-20	24
2600	7	-16	22
2700	10	-12	18
2800	12	-21	32
2900	7	-16	25
3000	11	-18	23
3100	12	-26	33
3200	5	-20	22
3300	12	-24	24
3400	12	-29	38
3500	10	-22	26
3600	12	-24	36
3700	6	-33	39
3800	8	-32	34
3900	12	-42	48
4000	5	-40	42
4100	11	-45	50
4200	9	-52	61
4300	5	-50	54
4400	11	-60	66
4500	9	-65	74
4600	128	9	-131
4700	-48	4	62
4800	-61	0	67
4900	-55	12	53
5000	-48	4	60
5100	-50	0	51
5200	-40	6	44
5300	-38	5	48
5400	-39	9	33
5500	-29	6	37
5600	-30	5	35
5700	-26	9	23
5800	-19	4	30
5900	-22	8	26
6000	-16	12	16
6100	-12	2	26
6200	-16	10	19
6300	-10	9	12
6400	-9	5	23
6500	-13	10	12
6600	-4	8	18
6700	0	5	16
6800	-7	9	4
6900	-3	4	12
7000	0	7	12
7100	-7	9	5
7200	-3	4	16
7300	-9	8	12
7400	-7	9	8
7500	-8	4	19
7600	-15	9	12
7700	-11	6	18
7800	-12	8	25
7900	2	9	16
8000	-16	3	29
8100	-22	0	27
8200	-26	12	21
8300	-25	3	37
8400	-34	8	33
8500	-33	8	44
8600	-35	4	48
8700	-42	8	39
8800	-38	6	47
8900	-45	5	58
9000	-47	9	51
9100	-53	5	66
9200	132	-123	6
9300	-65	77	-4
9400	-67	78	12
9500	-71	82	0
9600	-62	78	-7
9700	-58	70	9
9800	-58	70	0
9900	-49	64	0
10000	-48	57	6
10100	-45	61	0
10200	-38	51	0
10300	-38	50	4
10400	-36	51	-2
10500	-32	43	5
10600	-35	45	1
10700	-28	45	0
10800	-25	36	11
10900	-29	40	0
11000	-20	38	0
11100	-22	24	6
11200	-20	40	0
11300	-17	32	0
11400	-21	34	6
11500	-20	33	-4
11600	-16	27	7
11700	-19	31	1
11800	-15	32	-2
11900	-12	28	8
12000	-20	33	-16
12100	-15	29	0
12200	-17	24	6
12300	-26	33	0
12400	-15	29	0
12500	-16	31	6
12600	-33	40	-11
12700	-19	30	8
12800	-25	36	0
12900	-23	38	0
13000	-24	34	0
13100	-29	44	0
13200	-26	41	0
13300	-32	41	6
13400	-33	51	0
13500	-35	46	0
13600	-41	50	6
13700	-42	58	-4
13800	-43	53	5
13900	-51	63	1
14000	-53	67	-2
14100	-51	65	8
14200	-66	78	0
14300	-65	78	0
14400	-70	81	9
14500	5	-112	120
14600	11	66	-53
