# Time [us]	PORT_Mip_Acq_Curr_U	PORT_Mip_Acq_Curr_V	PORT_Mip_Acq_Curr_W
-----------	-------------------	-------------------	-------------------
0	-81	90	0
100	-157	161	9
200	-131	134	6
300	-91	103	0
400	-51	60	11
500	-29	25	0
600	0	2	0
700	19	-16	8
800	24	-20	0
900	17	-10	10
1000	-22	24	6
1100	-55	64	0
1200	-112	105	10
1300	-149	153	3
1400	-202	193	21
1500	-257	221	49
1600	18	-537	536
1700	16	-34	50
1800	6	121	-96
1900	5	106	-91
2000	16	65	-43
2100	5	37	-19
2200	11	7	10
2300	9	-13	37
2400	5	-22	38
2500	12	-15	31
2600	7	21	0
2700	8	59	-44
2800	12	99	-82
2900	6	147	-128
3000	10	196	-160
3100	12	247	-232
3200	-477	9	496
3300	-4	6	41
3400	119	0	-83
3500	102	9	-81
3600	70	4	-33
3700	29	0	0
3800	5	6	21
3900	-16	2	53
4000	-33	7	58
4100	-10	7	41
4200	38	0	3
4300	82	9	-59
4400	133	4	-97
4500	167	16	-148
4600	205	38	-216
4700	-510	514	26
4800	34	-19	8
4900	158	-135	0
5000	128	-110	6
5100	92	-67	0
5200	64	-39	8
5300	29	-7	3
5400	8	19	-4
5500	0	28	8
5600	-7	31	0
5700	24	3	0
5800	54	-34	8
5900	92	-70	0
6000	141	-116	7
6100	180	-158	3
6200	228	-199	-4
6300	296	-266	8
6400	8	508	-502
6500	12	64	-58
6600	12	-91	93
6700	5	-71	66
6800	12	-41	37
6900	15	-13	12
7000	8	19	-21
7100	12	31	-29
7200	7	41	-41
7300	8	25	-26
7400	12	-23	23
7500	8	-58	58
7600	11	-103	102
7700	22	-161	157
7800	31	-215	183
7900	62	-282	228
8000	554	5	-563
8100	94	9	-111
8200	-70	4	70
8300	-70	5	64
8400	-33	12	20
8500	0	4	-4
8600	18	8	-30
8700	37	12	-52
8800	38	5	-41
8900	0	0	-12
9000	-40	8	34
9100	-93	0	90
9200	-149	9	118
9300	-175	6	176
9400	-230	0	232
9500	482	-464	-6
9600	-6	12	5
9700	-120	127	6
9800	-97	109	-2
9900	-61	68	8
10000	-34	40	0
10100	0	12	4
10200	19	-13	6
10300	24	-20	0
10400	20	-12	0
10500	-12	18	8
10600	-52	58	0
10700	-91	103	0
10800	-138	140	9
10900	-189	183	12
11000	-243	214	41
11100	14	-532	541
11200	18	-9	23
11300	12	126	-106
11400	5	115	-93
11500	9	78	-58
11600	12	37	-16
11700	5	16	0
11800	12	-10	30
11900	7	-21	45
12000	8	-16	31
12100	12	10	7
12200	4	49	-31
12300	10	96	-79
12400	12	132	-112
12500	5	188	-172
12600	10	238	-223
12700	-468	4	505
12800	8	8	12
12900	132	6	-97
13000	109	0	-77
13100	76	9	-52
13200	41	3	-4
13300	8	0	20
13400	-10	12	37
13500	-24	5	71
13600	-21	7	45
13700	29	6	0
13800	74	5	-38
13900	120	9	-99
14000	166	12	-139
14100	199	31	-191
