# Time [us]	PORT_Mip_Acq_Curr_U	PORT_Mip_Acq_Curr_V	PORT_Mip_Acq_Curr_W
-----------	-------------------	-------------------	-------------------
0	9	158	-138
100	4	216	-199
200	-458	6	485
300	58	5	-22
400	150	9	-129
500	130	0	-95
600	91	0	-64
700	57	9	-33
800	25	2	13
900	0	7	32
1000	-21	6	37
1100	-25	2	66
1200	-4	10	29
1300	53	7	-20
1400	103	0	-64
1500	140	9	-123
1600	183	18	-164
1700	217	44	-230
1800	-519	531	24
1900	12	5	12
2000	137	-115	0
2100	124	-96	5
2200	83	-62	6
2300	50	-25	0
2400	26	0	0
2500	0	21	3
2600	-7	35	-4
2700	6	18	9
2800	29	-4	0
2900	67	-41	0
3000	109	-87	6
3100	150	-124	-4
3200	199	-174	8
3300	242	-219	1
3400	10	489	-492
3500	12	-10	11
3600	7	-118	112
3700	12	-99	99
3800	9	-68	67
3900	0	-25	27
4000	12	0	0
4100	6	18	-19
4200	8	40	-45
4300	12	34	-37
4400	5	8	-12
4500	11	-25	21
4600	12	-87	77
4700	5	-118	116
4800	24	-177	163
4900	41	-239	206
5000	527	19	-553
5100	25	6	-28
5200	-117	8	109
5300	-94	9	87
5400	-58	4	58
5500	-28	0	12
5600	9	6	-16
5700	27	5	-32
5800	37	12	-53
5900	35	8	-39
6000	-14	8	6
6100	-55	12	44
6200	-101	2	107
6300	-147	7	135
6400	-189	8	186
6500	470	-468	8
6600	-74	81	0
6700	-151	157	0
6800	-125	128	8
6900	-91	98	1
7000	-51	57	8
7100	-23	24	6
7200	0	6	-4
7300	25	-20	5
7400	26	-20	3
7500	12	0	-8
7600	-22	24	8
7700	-65	70	0
7800	-106	112	0
7900	-151	152	12
8000	-208	196	17
8100	-263	228	50
8200	10	-542	555
8300	8	-41	58
8400	12	111	-98
8500	6	99	-83
8600	10	64	-55
8700	12	31	-9
8800	5	9	7
8900	11	-16	34
9000	6	-26	45
9100	8	-8	23
9200	12	21	-2
9300	6	63	-43
9400	12	109	-94
9500	12	147	-130
9600	5	203	-190
9700	10	259	-245
9800	-476	5	512
9900	-26	8	45
10000	116	4	-84
10100	96	5	-67
10200	63	12	-39
10300	33	0	0
10400	0	9	32
10500	-17	9	41
10600	-25	2	65
10700	-10	9	33
10800	43	4	-13
10900	90	5	-58
11000	134	9	-116
11100	178	16	-155
11200	211	37	-215
11300	-516	528	10
11400	29	-13	15
11500	147	-126	3
11600	128	-99	0
11700	96	-55	8
11800	62	-33	0
11900	35	0	0
12000	6	18	3
12100	-7	33	-4
12200	3	21	5
12300	24	0	3
12400	60	-29	0
12500	104	-82	8
12600	140	-119	0
12700	188	-164	0
12800	232	-213	3
12900	8	489	-489
13000	12	-24	23
13100	6	-129	128
13200	8	-103	99
13300	14	-76	79
13400	5	-33	29
13500	13	0	4
13600	12	15	-12
13700	10	38	-40
13800	12	38	-39
13900	6	12	-12
14000	8	-22	15
14100	12	-68	55
14200	6	-110	109
14300	18	-161	150
