# Time [us]	PORT_Mip_Acq_Curr_U	PORT_Mip_Acq_Curr_V	PORT_Mip_Acq_Curr_W
-----------	-------------------	-------------------	-------------------
0	12	-128	128
100	8	-110	109
200	8	-70	67
300	12	-37	37
400	7	-7	6
500	10	19	-21
600	12	31	-32
700	4	41	-45
800	11	16	-13
900	12	-20	25
1000	5	-62	60
1100	11	-108	113
1200	19	-165	161
1300	34	-222	188
1400	523	18	-543
1500	0	12	-9
1600	-124	12	111
1700	-101	5	105
1800	-71	8	61
1900	-27	12	18
2000	0	2	-3
2100	20	8	-37
2200	45	6	-52
2300	38	5	-41
2400	-4	9	-12
2500	-43	4	41
2600	-96	0	91
2700	-136	8	123
2800	-179	4	179
2900	-237	0	232
3000	485	-476	-2
3100	3	1	8
3200	-121	123	0
3300	-94	103	0
3400	-61	57	8
3500	-33	38	0
3600	0	8	0
3700	16	-13	6
3800	24	-19	0
3900	19	-14	7
4000	-17	21	6
4100	-52	59	0
4200	-96	100	8
4300	-142	147	3
4400	-194	186	15
4500	-251	218	48
4600	13	-531	541
4700	16	-22	37
4800	9	128	-103
4900	5	111	-99
5000	11	71	-52
5100	7	37	-19
5200	8	16	0
5300	12	-10	33
5400	6	-21	41
5500	10	-12	31
5600	12	13	0
5700	4	50	-38
5800	10	90	-87
5900	12	136	-119
6000	5	191	-175
6100	12	246	-232
6200	-469	0	509
6300	5	12	20
6400	130	6	-94
6500	109	5	-75
6600	73	9	-50
6700	40	3	-2
6800	7	0	25
6900	-13	6	42
7000	-25	2	64
7100	-20	10	45
7200	33	6	0
7300	77	0	-41
7400	121	9	-101
7500	165	12	-142
7600	206	24	-193
7700	-511	523	16
7800	58	-42	21
7900	162	-142	0
8000	140	-112	-2
8100	103	-81	7
8200	65	-42	1
8300	37	-11	5
8400	12	10	8
8500	-7	32	0
8600	-2	32	0
8700	16	5	6
8800	50	-19	-10
8900	91	-64	8
9000	132	-107	6
9100	176	-145	0
9200	225	-196	0
9300	276	-258	3
9400	10	502	-487
9500	12	41	-37
9600	5	-95	90
