# Time [us]	PORT_Mip_Acq_Curr_U	PORT_Mip_Acq_Curr_V	PORT_Mip_Acq_Curr_W
-----------	-------------------	-------------------	-------------------
0	-290	300	9
100	-292	306	0
200	-286	299	0
300	-283	282	8
400	-286	299	0
500	-278	291	0
600	-277	289	8
700	-276	286	0
800	-265	279	7
900	-267	276	6
1000	-261	277	-2
1100	-251	263	14
1200	-255	266	9
1300	-246	267	-4
1400	-238	250	8
1500	-239	251	0
1600	-230	244	0
1700	-225	231	9
1800	-223	238	0
1900	-213	227	0
2000	-206	221	6
2100	-207	225	0
2200	-198	210	8
2300	-197	211	3
2400	-194	209	-2
2500	-186	195	8
2600	-188	202	0
2700	-184	206	-20
2800	-180	190	12
2900	-184	196	0
3000	-178	193	0
3100	-179	190	6
3200	-181	196	0
3300	-178	190	0
3400	-183	192	6
3500	-184	201	0
3600	-185	198	8
3700	-193	205	3
3800	-200	215	-2
3900	-203	213	9
4000	-215	226	1
4100	-219	235	0
4200	-228	240	11
4300	-242	257	0
4400	10	-67	76
4500	8	115	-101
4600	5	164	-154
4700	12	186	-174
4800	6	205	-193
4900	8	219	-210
5000	12	216	-207
5100	5	223	-212
5200	10	222	-200
5300	12	216	-199
5400	5	220	-206
5500	13	215	-207
5600	8	205	-198
5700	5	219	-210
5800	12	211	-194
5900	7	211	-199
6000	10	212	-203
6100	9	207	-194
6200	5	211	-203
6300	10	212	-207
6400	9	211	-198
6500	5	217	-206
6600	11	214	-207
6700	8	215	-203
6800	8	222	-213
6900	12	219	-210
7000	8	228	-219
7100	10	232	-223
7200	12	228	-215
7300	5	234	-227
7400	11	235	-226
7500	9	237	-223
7600	5	242	-235
7700	12	240	-229
7800	8	244	-232
7900	8	248	-242
8000	12	240	-232
8100	6	247	-232
8200	14	244	-252
8300	12	231	-228
8400	5	243	-238
8500	10	240	-232
8600	6	237	-225
8700	8	241	-232
8800	12	232	-223
8900	7	234	-223
9000	8	232	-226
9100	12	221	-213
9200	5	224	-214
9300	10	219	-210
9400	8	205	-199
9500	8	215	-202
9600	16	206	-190
9700	6	202	-186
9800	8	206	-194
9900	12	190	-181
10000	5	192	-180
10100	10	188	-174
10200	12	179	-165
10300	5	181	-171
10400	9	174	-163
10500	9	166	-154
10600	8	170	-162
10700	12	165	-155
10800	8	163	-151
10900	8	164	-157
11000	12	157	-145
11100	7	160	-148
11200	12	161	-158
11300	12	153	-145
11400	5	163	-154
11500	11	156	-155
11600	9	166	-153
11700	15	174	-165
11800	12	174	-163
11900	7	179	-167
12000	10	194	-182
12100	12	194	-185
12200	6	205	-196
12300	8	219	-211
12400	-70	2	95
12500	116	8	-103
12600	157	6	-139
12700	180	5	-157
12800	179	12	-178
12900	194	4	-174
13000	190	8	-177
13100	192	12	-182
13200	193	4	-169
13300	180	8	-172
13400	179	8	-163
13500	174	5	-154
13600	166	9	-163
13700	173	6	-152
13800	164	0	-145
13900	161	9	-154
14000	167	4	-145
14100	161	0	-145
14200	166	12	-152
14300	167	4	-143
14400	158	10	-151
