# Time [us]	PORT_Mip_Acq_Curr_U	PORT_Mip_Acq_Curr_V	PORT_Mip_Acq_Curr_W
-----------	-------------------	-------------------	-------------------
0	-320	335	5
100	-322	337	9
200	-326	338	0
300	-319	335	0
400	-322	327	8
500	-323	336	0
600	-317	329	0
700	-315	327	6
800	-319	331	0
900	-308	322	0
1000	-308	320	6
1100	-303	322	0
1200	-298	309	0
1300	-296	308	6
1400	-292	309	-2
1500	-286	300	8
1600	-283	295	3
1700	-277	291	0
1800	-270	282	0
1900	-269	282	1
2000	-261	277	-26
2100	-254	266	9
2200	-255	268	0
2300	-246	259	0
2400	-238	247	8
2500	-239	252	0
2600	-227	244	0
2700	-223	237	6
2800	-221	238	-6
2900	-215	222	0
3000	-211	224	3
3100	-207	222	-2
3200	-199	210	8
3300	-202	215	0
3400	-197	212	0
3500	-193	205	8
3600	-198	211	0
3700	-194	206	0
3800	-190	203	9
3900	-194	210	0
4000	-194	206	0
4100	-196	205	6
4200	-213	214	0
4300	-199	211	0
4400	-206	215	6
4500	-213	232	-4
4600	-215	227	8
4700	-228	240	3
4800	-234	249	-2
4900	-238	252	4
5000	-255	268	0
5100	10	-64	81
5200	12	113	-103
5300	5	169	-161
5400	10	194	-184
5500	8	211	-199
5600	0	230	-220
5700	12	228	-216
5800	7	236	-223
5900	8	240	-229
6000	12	229	-219
6100	6	231	-219
6200	8	233	-226
6300	12	224	-213
6400	4	231	-219
6500	10	232	-223
6600	12	223	-212
6700	5	230	-222
6800	11	232	-219
6900	9	228	-212
7000	5	232	-223
7100	11	228	-219
7200	12	231	-219
7300	8	238	-231
7400	12	232	-220
7500	6	240	-228
7600	8	244	-236
7700	12	239	-233
7800	5	249	-238
7900	11	251	-239
8000	12	250	-238
8100	7	259	-250
8200	11	259	-250
8300	8	261	-244
8400	12	267	-257
8500	12	262	-253
8600	9	266	-251
8700	8	270	-262
8800	12	263	-255
8900	7	269	-263
9000	11	270	-250
9100	12	263	-251
9200	5	268	-257
9300	12	264	-252
9400	9	257	-248
9500	5	262	-254
9600	10	257	-245
9700	6	253	-241
9800	8	252	-242
9900	12	242	-232
10000	7	244	-228
10100	8	240	-232
10200	14	230	-219
10300	5	231	-222
10400	12	225	-219
10500	12	228	-204
10600	5	219	-211
10700	11	209	-201
10800	9	205	-193
10900	8	207	-198
11000	12	198	-186
11100	7	198	-180
11200	8	193	-184
11300	12	182	-171
11400	6	184	-174
11500	10	180	-174
11600	14	172	-160
11700	5	176	-165
11800	10	180	-168
11900	12	166	-154
12000	5	174	-166
12100	12	169	-158
12200	9	171	-157
12300	8	177	-168
12400	12	172	-161
12500	7	179	-167
12600	8	183	-176
12700	12	184	-174
12800	5	197	-186
12900	10	206	-184
13000	12	205	-194
13100	5	222	-212
13200	12	232	-219
13300	-74	5	93
13400	118	12	-110
13500	161	5	-139
13600	177	8	-164
13700	192	9	-184
13800	206	4	-182
13900	197	8	-188
14000	202	9	-187
14100	206	4	-175
14200	190	11	-185
14300	191	7	-178
14400	186	8	-167
14500	179	12	-174
14600	188	4	-165
