# Time [us]	PORT_Mip_Acq_Curr_U	PORT_Mip_Acq_Curr_V	PORT_Mip_Acq_Curr_W
-----------	-------------------	-------------------	-------------------
0	68	-45	-4
100	64	-49	8
200	58	-39	3
300	57	-35	0
400	54	-26	9
500	44	-27	0
600	48	-31	0
700	41	-26	6
800	37	-19	0
900	43	-23	0
1000	36	-20	6
1100	36	-12	-2
1200	38	-20	7
1300	29	-13	6
1400	34	-12	0
1500	32	-16	11
1600	29	-8	0
1700	33	-12	0
1800	27	-20	6
1900	24	-8	0
2000	29	-13	8
2100	29	-13	6
2200	31	-11	-2
2300	33	-16	7
2400	30	-13	3
2500	36	-12	-2
2600	38	-20	9
2700	34	-16	0
2800	42	-20	0
2900	40	-26	8
3000	40	-22	0
3100	48	-28	0
3200	45	-28	9
3300	49	-25	-5
3400	58	-33	0
3500	52	-36	3
3600	58	-38	-4
3700	64	-45	8
3800	60	-44	0
3900	70	-48	0
4000	70	-45	6
4100	73	-54	0
4200	82	-62	0
4300	83	-68	6
4400	89	-67	0
4500	16	132	-124
4600	8	-52	64
4700	0	-58	63
4800	8	-62	72
4900	5	-57	61
5000	12	-51	53
5100	12	-53	62
5200	5	-45	51
5300	10	-45	50
5400	8	-45	54
5500	5	-37	40
5600	12	-38	47
5700	8	-36	45
5800	8	-32	33
5900	12	-32	41
6000	6	-28	38
6100	8	-25	28
6200	12	-29	40
6300	7	-26	29
6400	12	-18	24
6500	12	-20	35
6600	5	-19	22
6700	12	-22	28
6800	9	-20	29
6900	8	-12	16
7000	12	-20	24
7100	7	-16	20
7200	8	-12	15
7300	12	-20	27
7400	6	-13	19
7500	12	-12	16
7600	12	-21	30
7700	4	-13	16
7800	12	-19	21
7900	9	-21	29
8000	8	-17	20
8100	12	-24	30
8200	7	-26	32
8300	8	-21	24
8400	12	-28	36
8500	7	-26	35
8600	12	-29	34
8700	12	-37	46
8800	5	-36	41
8900	11	-38	50
9000	12	-49	54
9100	5	-47	51
9200	11	-51	57
9300	9	-58	67
9400	0	-59	60
9500	12	-70	74
9600	128	8	-122
9700	-52	9	49
9800	-54	4	66
9900	-55	8	58
10000	-47	12	49
10100	-41	2	53
10200	-43	8	41
10300	-33	9	31
10400	-32	4	45
10500	-33	9	32
10600	-27	6	31
10700	-24	5	32
10800	-36	10	21
10900	-15	4	24
11000	-17	5	25
11100	-13	12	13
11200	-9	4	21
11300	-12	8	12
11400	-8	9	8
11500	-6	5	12
11600	-10	11	12
11700	-4	3	10
11800	0	20	16
11900	-7	11	6
12000	-3	6	8
12100	0	0	16
12200	-7	9	5
12300	-5	4	16
12400	-11	7	14
12500	-13	9	10
12600	-9	4	20
12700	-16	7	19
12800	-13	12	16
12900	-16	4	29
13000	-24	8	22
13100	-20	6	24
13200	-25	-4	40
13300	-26	9	28
13400	-30	6	37
13500	-37	0	45
13600	-39	9	37
13700	-43	6	49
13800	-47	7	51
13900	-52	9	50
14000	-51	4	63
14100	-65	8	64
14200	137	-122	-2
14300	-58	66	8
14400	-71	82	0
14500	-65	77	0
14600	-58	73	12
14700	-52	74	0
14800	-48	64	0
14900	-51	60	6
15000	-45	59	-2
15100	-38	51	7
15200	-41	50	3
15300	-34	51	0
15400	-32	44	7
15500	-34	45	0
15600	-28	41	0
15700	-25	42	6
15800	-29	43	0
15900	-22	38	0
16000	-24	34	6
16100	-26	38	-4
16200	-22	30	0
16300	-21	28	0
16400	-20	38	-7
16500	-16	28	8
16600	-21	33	0
16700	-7	32	0
16800	-16	28	8
16900	-20	32	0
17000	-13	29	0
17100	-16	28	6
17200	-16	33	0
17300	-15	28	0
17400	-21	31	6
17500	-21	35	-4
17600	-19	31	7
17700	-21	37	0
17800	-23	38	0
17900	-25	41	8
18000	-29	42	0
18100	-27	40	0
18200	-32	44	6
18300	-34	51	0
18400	-33	47	0
18500	-41	50	3
18600	-42	58	-4
18700	-45	53	8
18800	-50	62	6
18900	-52	64	8
19000	-51	63	9
19100	-65	75	0
19200	-61	77	0
19300	-67	79	6
19400	-78	95	0
19500	12	-117	132
19600	6	63	-51
19700	8	77	-65
19800	12	66	-54
19900	5	66	-58
20000	10	67	-52
20100	12	57	-41
20200	5	58	-41
20300	10	51	-39
20400	12	47	-37
20500	8	52	-45
20600	13	41	-33
20700	7	37	-30
20800	0	39	-33
20900	12	31	-20
21000	5	36	-25
21100	11	35	-26
21200	12	31	-16
21300	7	35	-25
21400	11	32	-20
21500	8	29	-16
21600	8	32	-24
21700	12	25	-13
21800	7	29	-16
21900	10	29	118
22000	12	21	-12
22100	5	28	-19
22200	12	29	-15
22300	9	31	-9
22400	5	37	-21
22500	11	29	-15
22600	7	31	-16
22700	8	35	-26
22800	12	30	-16
22900	6	34	-22
23000	8	38	-28
23100	12	31	-20
23200	5	41	-31
23300	10	41	-33
23400	6	44	-29
23500	5	50	-43
23600	12	51	-34
23700	9	56	-38
23800	0	64	-50
23900	12	57	-45
24000	8	63	-51
24100	8	70	-62
24200	12	72	-58
24300	6	79	-67
24400	-120	8	134
24500	72	4	-46
24600	76	12	-69
24700	78	6	-62
24800	70	4	-51
24900	66	9	-58
25000	69	6	-45
25100	58	0	-38
25200	53	9	-44
25300	58	3	-33
25400	47	12	-32
25500	50	8	-33
25600	51	2	-25
25700	41	9	-32
25800	42	6	-26
25900	38	0	-16
26000	34	9	-25
26100	38	4	-16
26200	32	0	-11
26300	31	9	-20
26400	35	4	-13
26500	30	0	-9
26600	31	12	-16
26700	29	5	-9
26800	24	8	-12
26900	29	9	-13
27000	25	5	-4
27100	34	9	-16
27200	30	4	-7
27300	27	0	-6
27400	29	9	-20
27500	33	4	-10
27600	29	8	-12
27700	34	9	-21
27800	38	2	-10
27900	36	8	-22
28000	41	6	-20
28100	45	8	-21
28200	44	9	-34
28300	54	6	-26
28400	51	10	-32
28500	55	12	-42
28600	59	2	-36
28700	57	8	-45
28800	63	9	-53
28900	70	4	-48
29000	71	10	-58
29100	82	6	-65
29200	-111	118	8
29300	70	-54	0
29400	86	-67	0
29500	77	-65	9
29600	73	-56	4
29700	77	-50	7
29800	58	-42	3
29900	63	-41	-26
30000	58	-44	8
30100	50	-34	0
30200	53	-32	0
30300	51	-36	8
30400	44	-25	0
30500	46	-25	0
30600	38	-26	6
30700	37	-18	0
30800	41	-20	7
30900	34	-16	6
31000	36	-12	-4
31100	38	-20	8
31200	28	-13	1
31300	33	-12	0
31400	32	8	12
31500	24	-9	0
31600	32	-12	0
31700	29	-13	6
31800	29	-9	0
31900	33	-15	0
32000	32	-7	6
32100	34	-12	-2
32200	38	-18	8
32300	33	-14	1
32400	37	-16	-4
32500	38	-26	11
32600	37	-17	0
32700	44	-22	0
32800	41	-29	11
32900	42	-32	0
33000	51	-32	0
33100	48	-33	0
33200	53	-32	-4
33300	58	-42	8
33400	55	-39	0
33500	63	-43	0
33600	65	-52	9
33700	63	-48	0
33800	74	-54	0
